user_id,entry_date,segment,device,region,age_group,period,month,stage1_date,stage2_date,stage3_date,stage4_date,stage5_date,conversion_date,converted,exit_stage,reached_stage2,reached_stage3,reached_stage4,reached_stage5
U004762,2024-03-14,Referral,Mobile,North,35-44,Pre-Intervention,2024-03,2024-03-14,2024-03-15,2024-03-16,2024-03-17,,,0,Stage4,1,1,1,0
U004763,2024-05-26,Organic,Desktop,South,25-34,Post-Intervention,2024-05,2024-05-26,,,,,,0,Stage1,0,0,0,0
U004764,2024-04-12,Referral,Mobile,South,25-34,Post-Intervention,2024-04,2024-04-12,2024-04-12,2024-04-15,,,,0,Stage3,1,1,0,0
U004765,2024-01-24,Referral,Mobile,South,25-34,Pre-Intervention,2024-01,2024-01-24,2024-01-26,2024-01-29,,,,0,Stage3,1,1,0,0
U004766,2024-01-25,Social,Mobile,Central,25-34,Pre-Intervention,2024-01,2024-01-25,2024-01-27,,,,,0,Stage2,1,0,0,0
U004767,2024-03-27,Social,Mobile,West,45-54,Pre-Intervention,2024-03,2024-03-27,,,,,,0,Stage1,0,0,0,0
U004768,2024-03-10,Organic,Desktop,West,35-44,Pre-Intervention,2024-03,2024-03-10,,,,,,0,Stage1,0,0,0,0
U004769,2024-01-18,Email,Mobile,North,25-34,Pre-Intervention,2024-01,2024-01-18,2024-01-20,2024-01-23,,,,0,Stage3,1,1,0,0
U004770,2024-05-01,Paid_Search,Desktop,Central,25-34,Post-Intervention,2024-05,2024-05-01,,,,,,0,Stage1,0,0,0,0
U004771,2024-04-19,Organic,Desktop,Central,25-34,Post-Intervention,2024-04,2024-04-19,2024-04-19,2024-04-21,,,,0,Stage3,1,1,0,0
U004772,2024-01-20,Social,Mobile,East,18-24,Pre-Intervention,2024-01,2024-01-20,2024-01-22,,,,,0,Stage2,1,0,0,0
U004773,2024-03-18,Organic,Tablet,Central,55+,Pre-Intervention,2024-03,2024-03-18,2024-03-20,2024-03-22,2024-03-23,,,0,Stage4,1,1,1,0
U004774,2024-06-18,Referral,Mobile,West,25-34,Post-Intervention,2024-06,2024-06-18,2024-06-20,2024-06-22,2024-06-22,2024-06-26,2024-06-27,1,Converted,1,1,1,1
U004775,2024-03-05,Social,Desktop,East,35-44,Pre-Intervention,2024-03,2024-03-05,2024-03-07,2024-03-10,,,,0,Stage3,1,1,0,0
U004776,2024-04-26,Referral,Desktop,East,35-44,Post-Intervention,2024-04,2024-04-26,2024-04-28,,,,,0,Stage2,1,0,0,0
U004777,2024-05-20,Organic,Desktop,South,18-24,Post-Intervention,2024-05,2024-05-20,2024-05-20,2024-05-21,,,,0,Stage3,1,1,0,0
U004778,2024-06-09,Paid_Search,Desktop,South,25-34,Post-Intervention,2024-06,2024-06-09,2024-06-11,,,,,0,Stage2,1,0,0,0
U004779,2024-05-12,Referral,Desktop,Central,35-44,Post-Intervention,2024-05,2024-05-12,,,,,,0,Stage1,0,0,0,0
U004780,2024-02-17,Organic,Mobile,South,18-24,Pre-Intervention,2024-02,2024-02-17,2024-02-19,2024-02-21,,,,0,Stage3,1,1,0,0
U004781,2024-02-24,Referral,Tablet,Central,18-24,Pre-Intervention,2024-02,2024-02-24,2024-02-26,2024-02-29,2024-03-01,2024-03-04,2024-03-06,1,Converted,1,1,1,1
U004782,2024-05-16,Organic,Desktop,West,18-24,Post-Intervention,2024-05,2024-05-16,2024-05-18,,,,,0,Stage2,1,0,0,0
U004783,2024-04-21,Paid_Search,Mobile,South,25-34,Post-Intervention,2024-04,2024-04-21,2024-04-23,,,,,0,Stage2,1,0,0,0
U004784,2024-06-09,Organic,Mobile,North,45-54,Post-Intervention,2024-06,2024-06-09,2024-06-09,2024-06-12,2024-06-12,2024-06-15,2024-06-16,1,Converted,1,1,1,1
U004785,2024-02-07,Organic,Desktop,Central,25-34,Pre-Intervention,2024-02,2024-02-07,2024-02-07,2024-02-08,,,,0,Stage3,1,1,0,0
U004786,2024-06-24,Referral,Desktop,West,55+,Post-Intervention,2024-06,2024-06-24,,,,,,0,Stage1,0,0,0,0
U004787,2024-03-17,Social,Mobile,South,35-44,Pre-Intervention,2024-03,2024-03-17,2024-03-18,,,,,0,Stage2,1,0,0,0
U004788,2024-04-15,Organic,Desktop,East,35-44,Post-Intervention,2024-04,2024-04-15,2024-04-16,2024-04-17,2024-04-19,,,0,Stage4,1,1,1,0
U004789,2024-02-22,Paid_Search,Mobile,North,35-44,Pre-Intervention,2024-02,2024-02-22,2024-02-23,,,,,0,Stage2,1,0,0,0
U004790,2024-03-09,Paid_Search,Mobile,West,25-34,Pre-Intervention,2024-03,2024-03-09,,,,,,0,Stage1,0,0,0,0
U004791,2024-03-14,Paid_Search,Tablet,East,45-54,Pre-Intervention,2024-03,2024-03-14,2024-03-16,2024-03-17,,,,0,Stage3,1,1,0,0
U004792,2024-03-06,Referral,Mobile,South,25-34,Pre-Intervention,2024-03,2024-03-06,2024-03-08,2024-03-11,2024-03-11,2024-03-15,2024-03-15,1,Converted,1,1,1,1
U004793,2024-01-30,Organic,Tablet,North,55+,Pre-Intervention,2024-01,2024-01-30,2024-01-30,2024-01-31,2024-01-31,2024-02-02,2024-02-03,1,Converted,1,1,1,1
U004794,2024-04-28,Paid_Search,Mobile,Central,55+,Post-Intervention,2024-04,2024-04-28,2024-04-29,,,,,0,Stage2,1,0,0,0
U004795,2024-05-23,Paid_Search,Mobile,North,25-34,Post-Intervention,2024-05,2024-05-23,,,,,,0,Stage1,0,0,0,0
U004796,2024-04-21,Organic,Desktop,Central,25-34,Post-Intervention,2024-04,2024-04-21,2024-04-22,,,,,0,Stage2,1,0,0,0
U004797,2024-06-14,Organic,Mobile,South,25-34,Post-Intervention,2024-06,2024-06-14,,,,,,0,Stage1,0,0,0,0
U004798,2024-01-10,Referral,Mobile,East,55+,Pre-Intervention,2024-01,2024-01-10,2024-01-10,2024-01-11,,,,0,Stage3,1,1,0,0
U004799,2024-03-10,Email,Mobile,North,25-34,Pre-Intervention,2024-03,2024-03-10,2024-03-10,,,,,0,Stage2,1,0,0,0
U004800,2024-01-08,Organic,Mobile,East,55+,Pre-Intervention,2024-01,2024-01-08,2024-01-09,2024-01-11,,,,0,Stage3,1,1,0,0
U004801,2024-06-17,Paid_Search,Mobile,South,18-24,Post-Intervention,2024-06,2024-06-17,2024-06-19,2024-06-20,2024-06-22,2024-06-23,2024-06-25,1,Converted,1,1,1,1
U004802,2024-05-04,Paid_Search,Mobile,North,55+,Post-Intervention,2024-05,2024-05-04,2024-05-04,2024-05-05,,,,0,Stage3,1,1,0,0
U004803,2024-01-22,Organic,Desktop,West,35-44,Pre-Intervention,2024-01,2024-01-22,,,,,,0,Stage1,0,0,0,0
U004804,2024-03-21,Organic,Desktop,North,25-34,Pre-Intervention,2024-03,2024-03-21,,,,,,0,Stage1,0,0,0,0
U004805,2024-06-03,Paid_Search,Tablet,North,25-34,Post-Intervention,2024-06,2024-06-03,2024-06-04,,,,,0,Stage2,1,0,0,0
U004806,2024-01-17,Organic,Mobile,South,35-44,Pre-Intervention,2024-01,2024-01-17,2024-01-18,,,,,0,Stage2,1,0,0,0
U004807,2024-04-03,Organic,Mobile,South,55+,Post-Intervention,2024-04,2024-04-03,2024-04-05,2024-04-08,,,,0,Stage3,1,1,0,0
U004808,2024-01-24,Paid_Search,Desktop,North,25-34,Pre-Intervention,2024-01,2024-01-24,2024-01-25,2024-01-28,,,,0,Stage3,1,1,0,0
U004809,2024-02-05,Social,Mobile,Central,25-34,Pre-Intervention,2024-02,2024-02-05,2024-02-05,,,,,0,Stage2,1,0,0,0
U004810,2024-01-29,Referral,Mobile,East,25-34,Pre-Intervention,2024-01,2024-01-29,,,,,,0,Stage1,0,0,0,0
U004811,2024-05-26,Social,Desktop,North,35-44,Post-Intervention,2024-05,2024-05-26,,,,,,0,Stage1,0,0,0,0
U004812,2024-05-08,Organic,Mobile,Central,25-34,Post-Intervention,2024-05,2024-05-08,2024-05-08,2024-05-11,2024-05-13,,,0,Stage4,1,1,1,0
U004813,2024-05-28,Referral,Mobile,West,35-44,Post-Intervention,2024-05,2024-05-28,2024-05-30,2024-06-01,,,,0,Stage3,1,1,0,0
U004814,2024-05-07,Paid_Search,Mobile,East,55+,Post-Intervention,2024-05,2024-05-07,2024-05-07,,,,,0,Stage2,1,0,0,0
U004815,2024-03-01,Organic,Desktop,North,25-34,Pre-Intervention,2024-03,2024-03-01,2024-03-03,,,,,0,Stage2,1,0,0,0
U004816,2024-02-01,Social,Desktop,East,55+,Pre-Intervention,2024-02,2024-02-01,2024-02-02,2024-02-04,2024-02-06,2024-02-10,,0,Stage5,1,1,1,1
U004817,2024-03-01,Organic,Mobile,North,35-44,Pre-Intervention,2024-03,2024-03-01,2024-03-02,2024-03-03,,,,0,Stage3,1,1,0,0
U004818,2024-02-06,Social,Mobile,East,18-24,Pre-Intervention,2024-02,2024-02-06,,,,,,0,Stage1,0,0,0,0
U004819,2024-01-28,Paid_Search,Tablet,Central,45-54,Pre-Intervention,2024-01,2024-01-28,2024-01-28,,,,,0,Stage2,1,0,0,0
U004820,2024-02-24,Organic,Desktop,West,55+,Pre-Intervention,2024-02,2024-02-24,2024-02-25,2024-02-27,,,,0,Stage3,1,1,0,0
U004821,2024-04-14,Paid_Search,Mobile,West,55+,Post-Intervention,2024-04,2024-04-14,2024-04-15,,,,,0,Stage2,1,0,0,0
U004822,2024-05-30,Social,Mobile,South,35-44,Post-Intervention,2024-05,2024-05-30,2024-05-30,2024-06-01,2024-06-03,,,0,Stage4,1,1,1,0
U004823,2024-04-05,Organic,Desktop,Central,35-44,Post-Intervention,2024-04,2024-04-05,2024-04-07,,,,,0,Stage2,1,0,0,0
U004824,2024-01-29,Paid_Search,Mobile,Central,25-34,Pre-Intervention,2024-01,2024-01-29,,,,,,0,Stage1,0,0,0,0
U004825,2024-03-22,Paid_Search,Mobile,Central,45-54,Pre-Intervention,2024-03,2024-03-22,2024-03-24,,,,,0,Stage2,1,0,0,0
U004826,2024-04-18,Referral,Mobile,East,18-24,Post-Intervention,2024-04,2024-04-18,2024-04-19,2024-04-22,2024-04-22,2024-04-25,,0,Stage5,1,1,1,1
U004827,2024-02-07,Referral,Mobile,Central,35-44,Pre-Intervention,2024-02,2024-02-07,2024-02-08,2024-02-10,,,,0,Stage3,1,1,0,0
U004828,2024-04-04,Email,Desktop,Central,25-34,Post-Intervention,2024-04,2024-04-04,,,,,,0,Stage1,0,0,0,0
U004829,2024-03-19,Paid_Search,Mobile,West,35-44,Pre-Intervention,2024-03,2024-03-19,2024-03-19,2024-03-22,2024-03-24,2024-03-25,2024-03-27,1,Converted,1,1,1,1
U004830,2024-06-18,Organic,Mobile,Central,45-54,Post-Intervention,2024-06,2024-06-18,2024-06-18,,,,,0,Stage2,1,0,0,0
U004831,2024-06-25,Referral,Mobile,East,25-34,Post-Intervention,2024-06,2024-06-25,2024-06-27,2024-06-28,2024-06-29,2024-07-03,2024-07-04,1,Converted,1,1,1,1
U004832,2024-06-12,Paid_Search,Desktop,East,55+,Post-Intervention,2024-06,2024-06-12,2024-06-14,,,,,0,Stage2,1,0,0,0
U004833,2024-04-02,Social,Desktop,West,18-24,Post-Intervention,2024-04,2024-04-02,,,,,,0,Stage1,0,0,0,0
U004834,2024-06-24,Organic,Desktop,South,25-34,Post-Intervention,2024-06,2024-06-24,2024-06-24,,,,,0,Stage2,1,0,0,0
U004835,2024-05-16,Paid_Search,Tablet,East,18-24,Post-Intervention,2024-05,2024-05-16,2024-05-16,,,,,0,Stage2,1,0,0,0
U004836,2024-04-23,Organic,Mobile,North,25-34,Post-Intervention,2024-04,2024-04-23,,,,,,0,Stage1,0,0,0,0
U004837,2024-04-09,Paid_Search,Mobile,South,25-34,Post-Intervention,2024-04,2024-04-09,2024-04-09,,,,,0,Stage2,1,0,0,0
U004838,2024-04-10,Referral,Mobile,South,25-34,Post-Intervention,2024-04,2024-04-10,2024-04-11,2024-04-13,2024-04-13,2024-04-15,,0,Stage5,1,1,1,1
U004839,2024-03-17,Organic,Desktop,East,25-34,Pre-Intervention,2024-03,2024-03-17,,,,,,0,Stage1,0,0,0,0
U004840,2024-02-23,Referral,Mobile,West,45-54,Pre-Intervention,2024-02,2024-02-23,,,,,,0,Stage1,0,0,0,0
U004841,2024-02-11,Referral,Desktop,North,35-44,Pre-Intervention,2024-02,2024-02-11,2024-02-12,2024-02-15,,,,0,Stage3,1,1,0,0
U004842,2024-03-22,Referral,Mobile,West,25-34,Pre-Intervention,2024-03,2024-03-22,2024-03-24,2024-03-26,2024-03-26,2024-03-29,2024-03-29,1,Converted,1,1,1,1
U004843,2024-05-05,Organic,Mobile,West,35-44,Post-Intervention,2024-05,2024-05-05,2024-05-06,2024-05-09,2024-05-10,,,0,Stage4,1,1,1,0
U004844,2024-03-26,Social,Desktop,North,35-44,Pre-Intervention,2024-03,2024-03-26,2024-03-28,2024-03-30,2024-03-30,,,0,Stage4,1,1,1,0
U004845,2024-02-11,Referral,Desktop,West,25-34,Pre-Intervention,2024-02,2024-02-11,2024-02-13,,,,,0,Stage2,1,0,0,0
U004846,2024-03-07,Referral,Desktop,South,45-54,Pre-Intervention,2024-03,2024-03-07,2024-03-09,,,,,0,Stage2,1,0,0,0
U004847,2024-01-17,Paid_Search,Tablet,North,35-44,Pre-Intervention,2024-01,2024-01-17,2024-01-18,2024-01-20,2024-01-22,,,0,Stage4,1,1,1,0
U004848,2024-05-20,Organic,Mobile,Central,35-44,Post-Intervention,2024-05,2024-05-20,2024-05-22,,,,,0,Stage2,1,0,0,0
U004849,2024-03-24,Paid_Search,Desktop,West,45-54,Pre-Intervention,2024-03,2024-03-24,2024-03-25,,,,,0,Stage2,1,0,0,0
U004850,2024-06-26,Organic,Mobile,West,18-24,Post-Intervention,2024-06,2024-06-26,2024-06-26,,,,,0,Stage2,1,0,0,0
U004851,2024-01-14,Paid_Search,Mobile,West,55+,Pre-Intervention,2024-01,2024-01-14,,,,,,0,Stage1,0,0,0,0
U004852,2024-06-13,Referral,Mobile,North,35-44,Post-Intervention,2024-06,2024-06-13,2024-06-15,,,,,0,Stage2,1,0,0,0
U004853,2024-02-17,Paid_Search,Mobile,West,45-54,Pre-Intervention,2024-02,2024-02-17,,,,,,0,Stage1,0,0,0,0
U004854,2024-06-10,Email,Tablet,Central,45-54,Post-Intervention,2024-06,2024-06-10,,,,,,0,Stage1,0,0,0,0
U004855,2024-04-23,Referral,Mobile,South,18-24,Post-Intervention,2024-04,2024-04-23,2024-04-25,2024-04-26,2024-04-26,,,0,Stage4,1,1,1,0
U004856,2024-04-12,Social,Mobile,South,45-54,Post-Intervention,2024-04,2024-04-12,,,,,,0,Stage1,0,0,0,0
U004857,2024-02-21,Email,Tablet,Central,25-34,Pre-Intervention,2024-02,2024-02-21,2024-02-23,,,,,0,Stage2,1,0,0,0
U004858,2024-03-19,Organic,Desktop,East,45-54,Pre-Intervention,2024-03,2024-03-19,2024-03-20,2024-03-23,,,,0,Stage3,1,1,0,0
U004859,2024-01-22,Email,Mobile,Central,45-54,Pre-Intervention,2024-01,2024-01-22,,,,,,0,Stage1,0,0,0,0
U004860,2024-01-29,Social,Desktop,South,18-24,Pre-Intervention,2024-01,2024-01-29,,,,,,0,Stage1,0,0,0,0
U004861,2024-02-10,Referral,Mobile,East,25-34,Pre-Intervention,2024-02,2024-02-10,2024-02-10,2024-02-13,2024-02-15,2024-02-17,2024-02-19,1,Converted,1,1,1,1
U004862,2024-06-24,Referral,Mobile,South,25-34,Post-Intervention,2024-06,2024-06-24,2024-06-25,2024-06-27,2024-06-28,2024-07-02,,0,Stage5,1,1,1,1
U004863,2024-02-04,Paid_Search,Mobile,North,25-34,Pre-Intervention,2024-02,2024-02-04,,,,,,0,Stage1,0,0,0,0
U004864,2024-03-07,Paid_Search,Mobile,South,35-44,Pre-Intervention,2024-03,2024-03-07,2024-03-07,,,,,0,Stage2,1,0,0,0
U004865,2024-06-24,Paid_Search,Mobile,West,35-44,Post-Intervention,2024-06,2024-06-24,,,,,,0,Stage1,0,0,0,0
U004866,2024-05-31,Paid_Search,Mobile,South,35-44,Post-Intervention,2024-05,2024-05-31,2024-06-01,2024-06-03,,,,0,Stage3,1,1,0,0
U004867,2024-02-20,Referral,Mobile,Central,45-54,Pre-Intervention,2024-02,2024-02-20,2024-02-20,,,,,0,Stage2,1,0,0,0
U004868,2024-04-16,Paid_Search,Desktop,West,35-44,Post-Intervention,2024-04,2024-04-16,2024-04-17,,,,,0,Stage2,1,0,0,0
U004869,2024-02-16,Organic,Mobile,South,45-54,Pre-Intervention,2024-02,2024-02-16,,,,,,0,Stage1,0,0,0,0
U004870,2024-04-10,Organic,Desktop,South,55+,Post-Intervention,2024-04,2024-04-10,2024-04-11,2024-04-14,2024-04-14,2024-04-15,2024-04-15,1,Converted,1,1,1,1
U004871,2024-05-22,Social,Mobile,Central,35-44,Post-Intervention,2024-05,2024-05-22,,,,,,0,Stage1,0,0,0,0
U004872,2024-06-14,Organic,Desktop,West,45-54,Post-Intervention,2024-06,2024-06-14,,,,,,0,Stage1,0,0,0,0
U004873,2024-06-05,Organic,Mobile,West,45-54,Post-Intervention,2024-06,2024-06-05,2024-06-07,2024-06-08,,,,0,Stage3,1,1,0,0
U004874,2024-01-23,Paid_Search,Mobile,East,25-34,Pre-Intervention,2024-01,2024-01-23,2024-01-24,,,,,0,Stage2,1,0,0,0
U004875,2024-02-20,Social,Tablet,West,25-34,Pre-Intervention,2024-02,2024-02-20,,,,,,0,Stage1,0,0,0,0
U004876,2024-03-08,Email,Tablet,West,25-34,Pre-Intervention,2024-03,2024-03-08,2024-03-10,2024-03-11,,,,0,Stage3,1,1,0,0
U004877,2024-01-13,Paid_Search,Desktop,East,35-44,Pre-Intervention,2024-01,2024-01-13,2024-01-14,2024-01-17,,,,0,Stage3,1,1,0,0
U004878,2024-04-19,Referral,Mobile,West,25-34,Post-Intervention,2024-04,2024-04-19,,,,,,0,Stage1,0,0,0,0
U004879,2024-06-02,Organic,Desktop,South,45-54,Post-Intervention,2024-06,2024-06-02,2024-06-03,,,,,0,Stage2,1,0,0,0
U004880,2024-02-08,Email,Mobile,North,45-54,Pre-Intervention,2024-02,2024-02-08,,,,,,0,Stage1,0,0,0,0
U004881,2024-01-23,Organic,Mobile,North,18-24,Pre-Intervention,2024-01,2024-01-23,2024-01-24,,,,,0,Stage2,1,0,0,0
U004882,2024-02-13,Paid_Search,Desktop,Central,25-34,Pre-Intervention,2024-02,2024-02-13,,,,,,0,Stage1,0,0,0,0
U004883,2024-05-25,Social,Mobile,South,55+,Post-Intervention,2024-05,2024-05-25,,,,,,0,Stage1,0,0,0,0
U004884,2024-01-31,Organic,Mobile,South,25-34,Pre-Intervention,2024-01,2024-01-31,2024-01-31,,,,,0,Stage2,1,0,0,0
U004885,2024-05-14,Social,Mobile,Central,18-24,Post-Intervention,2024-05,2024-05-14,2024-05-15,,,,,0,Stage2,1,0,0,0
U004886,2024-04-26,Organic,Mobile,Central,25-34,Post-Intervention,2024-04,2024-04-26,,,,,,0,Stage1,0,0,0,0
U004887,2024-06-21,Paid_Search,Mobile,East,45-54,Post-Intervention,2024-06,2024-06-21,2024-06-22,,,,,0,Stage2,1,0,0,0
U004888,2024-01-31,Email,Desktop,North,35-44,Pre-Intervention,2024-01,2024-01-31,2024-01-31,,,,,0,Stage2,1,0,0,0
U004889,2024-02-22,Paid_Search,Mobile,East,25-34,Pre-Intervention,2024-02,2024-02-22,2024-02-22,,,,,0,Stage2,1,0,0,0
U004890,2024-03-09,Social,Mobile,East,35-44,Pre-Intervention,2024-03,2024-03-09,2024-03-10,,,,,0,Stage2,1,0,0,0
U004891,2024-05-06,Referral,Mobile,East,35-44,Post-Intervention,2024-05,2024-05-06,2024-05-07,,,,,0,Stage2,1,0,0,0
U004892,2024-02-03,Organic,Mobile,South,25-34,Pre-Intervention,2024-02,2024-02-03,2024-02-04,,,,,0,Stage2,1,0,0,0
U004893,2024-02-22,Paid_Search,Desktop,North,18-24,Pre-Intervention,2024-02,2024-02-22,2024-02-24,2024-02-25,,,,0,Stage3,1,1,0,0
U004894,2024-03-13,Organic,Mobile,Central,25-34,Pre-Intervention,2024-03,2024-03-13,2024-03-15,2024-03-18,,,,0,Stage3,1,1,0,0
U004895,2024-02-18,Organic,Mobile,Central,45-54,Pre-Intervention,2024-02,2024-02-18,2024-02-19,2024-02-20,2024-02-21,2024-02-23,2024-02-23,1,Converted,1,1,1,1
U004896,2024-03-15,Social,Desktop,North,35-44,Pre-Intervention,2024-03,2024-03-15,2024-03-16,2024-03-17,2024-03-19,2024-03-23,2024-03-23,1,Converted,1,1,1,1
U004897,2024-04-04,Referral,Mobile,Central,25-34,Post-Intervention,2024-04,2024-04-04,2024-04-06,2024-04-09,2024-04-11,,,0,Stage4,1,1,1,0
U004898,2024-04-27,Referral,Tablet,East,25-34,Post-Intervention,2024-04,2024-04-27,2024-04-27,,,,,0,Stage2,1,0,0,0
U004899,2024-01-03,Paid_Search,Desktop,North,25-34,Pre-Intervention,2024-01,2024-01-03,2024-01-04,,,,,0,Stage2,1,0,0,0
U004900,2024-02-04,Organic,Mobile,East,35-44,Pre-Intervention,2024-02,2024-02-04,,,,,,0,Stage1,0,0,0,0
U004901,2024-03-23,Referral,Mobile,Central,45-54,Pre-Intervention,2024-03,2024-03-23,2024-03-25,2024-03-27,2024-03-29,2024-03-31,,0,Stage5,1,1,1,1
U004902,2024-04-08,Social,Desktop,South,35-44,Post-Intervention,2024-04,2024-04-08,2024-04-10,2024-04-12,,,,0,Stage3,1,1,0,0
U004903,2024-06-01,Organic,Desktop,West,45-54,Post-Intervention,2024-06,2024-06-01,2024-06-02,,,,,0,Stage2,1,0,0,0
U004904,2024-01-19,Email,Desktop,West,35-44,Pre-Intervention,2024-01,2024-01-19,2024-01-19,,,,,0,Stage2,1,0,0,0
U004905,2024-05-22,Referral,Desktop,West,25-34,Post-Intervention,2024-05,2024-05-22,2024-05-22,2024-05-23,2024-05-24,2024-05-26,2024-05-27,1,Converted,1,1,1,1
U004906,2024-03-31,Paid_Search,Desktop,East,18-24,Pre-Intervention,2024-03,2024-03-31,2024-04-02,2024-04-05,,,,0,Stage3,1,1,0,0
U004907,2024-06-02,Paid_Search,Tablet,North,35-44,Post-Intervention,2024-06,2024-06-02,,,,,,0,Stage1,0,0,0,0
U004908,2024-06-30,Email,Mobile,East,18-24,Post-Intervention,2024-06,2024-06-30,2024-07-02,2024-07-03,,,,0,Stage3,1,1,0,0
U004909,2024-01-02,Organic,Mobile,East,55+,Pre-Intervention,2024-01,2024-01-02,,,,,,0,Stage1,0,0,0,0
U004910,2024-03-05,Organic,Mobile,North,45-54,Pre-Intervention,2024-03,2024-03-05,,,,,,0,Stage1,0,0,0,0
U004911,2024-05-09,Referral,Mobile,West,35-44,Post-Intervention,2024-05,2024-05-09,,,,,,0,Stage1,0,0,0,0
U004912,2024-06-07,Referral,Mobile,South,18-24,Post-Intervention,2024-06,2024-06-07,,,,,,0,Stage1,0,0,0,0
U004913,2024-04-07,Referral,Mobile,North,18-24,Post-Intervention,2024-04,2024-04-07,,,,,,0,Stage1,0,0,0,0
U004914,2024-03-18,Organic,Mobile,South,25-34,Pre-Intervention,2024-03,2024-03-18,,,,,,0,Stage1,0,0,0,0
U004915,2024-04-11,Social,Mobile,West,25-34,Post-Intervention,2024-04,2024-04-11,,,,,,0,Stage1,0,0,0,0
U004916,2024-06-20,Organic,Mobile,East,18-24,Post-Intervention,2024-06,2024-06-20,2024-06-21,,,,,0,Stage2,1,0,0,0
U004917,2024-02-03,Referral,Mobile,West,35-44,Pre-Intervention,2024-02,2024-02-03,2024-02-05,,,,,0,Stage2,1,0,0,0
U004918,2024-01-11,Referral,Mobile,South,25-34,Pre-Intervention,2024-01,2024-01-11,2024-01-13,,,,,0,Stage2,1,0,0,0
U004919,2024-02-15,Paid_Search,Mobile,South,25-34,Pre-Intervention,2024-02,2024-02-15,,,,,,0,Stage1,0,0,0,0
U004920,2024-03-07,Paid_Search,Desktop,South,45-54,Pre-Intervention,2024-03,2024-03-07,,,,,,0,Stage1,0,0,0,0
U004921,2024-02-13,Referral,Desktop,East,55+,Pre-Intervention,2024-02,2024-02-13,,,,,,0,Stage1,0,0,0,0
U004922,2024-05-08,Email,Desktop,West,35-44,Post-Intervention,2024-05,2024-05-08,2024-05-09,2024-05-11,,,,0,Stage3,1,1,0,0
U004923,2024-04-29,Organic,Desktop,South,25-34,Post-Intervention,2024-04,2024-04-29,,,,,,0,Stage1,0,0,0,0
U004924,2024-02-03,Social,Desktop,South,25-34,Pre-Intervention,2024-02,2024-02-03,2024-02-03,2024-02-05,2024-02-07,2024-02-11,2024-02-11,1,Converted,1,1,1,1
U004925,2024-03-07,Referral,Mobile,East,18-24,Pre-Intervention,2024-03,2024-03-07,,,,,,0,Stage1,0,0,0,0
U004926,2024-01-30,Paid_Search,Mobile,East,45-54,Pre-Intervention,2024-01,2024-01-30,,,,,,0,Stage1,0,0,0,0
U004927,2024-03-21,Referral,Mobile,West,45-54,Pre-Intervention,2024-03,2024-03-21,2024-03-21,,,,,0,Stage2,1,0,0,0
U004928,2024-02-02,Organic,Mobile,Central,35-44,Pre-Intervention,2024-02,2024-02-02,2024-02-03,2024-02-05,,,,0,Stage3,1,1,0,0
U004929,2024-04-02,Organic,Mobile,South,55+,Post-Intervention,2024-04,2024-04-02,,,,,,0,Stage1,0,0,0,0
U004930,2024-04-20,Paid_Search,Desktop,South,25-34,Post-Intervention,2024-04,2024-04-20,,,,,,0,Stage1,0,0,0,0
U004931,2024-03-13,Organic,Mobile,West,18-24,Pre-Intervention,2024-03,2024-03-13,2024-03-14,,,,,0,Stage2,1,0,0,0
U004932,2024-06-05,Referral,Mobile,South,35-44,Post-Intervention,2024-06,2024-06-05,,,,,,0,Stage1,0,0,0,0
U004933,2024-03-08,Organic,Tablet,West,45-54,Pre-Intervention,2024-03,2024-03-08,2024-03-10,2024-03-12,2024-03-13,2024-03-15,,0,Stage5,1,1,1,1
U004934,2024-03-21,Organic,Desktop,North,35-44,Pre-Intervention,2024-03,2024-03-21,2024-03-23,2024-03-25,2024-03-25,,,0,Stage4,1,1,1,0
U004935,2024-05-22,Organic,Mobile,North,55+,Post-Intervention,2024-05,2024-05-22,2024-05-24,,,,,0,Stage2,1,0,0,0
U004936,2024-06-11,Referral,Mobile,East,18-24,Post-Intervention,2024-06,2024-06-11,2024-06-12,2024-06-13,2024-06-13,2024-06-15,2024-06-15,1,Converted,1,1,1,1
U004937,2024-02-28,Social,Desktop,North,18-24,Pre-Intervention,2024-02,2024-02-28,,,,,,0,Stage1,0,0,0,0
U004938,2024-02-16,Social,Tablet,South,25-34,Pre-Intervention,2024-02,2024-02-16,2024-02-16,,,,,0,Stage2,1,0,0,0
U004939,2024-04-30,Organic,Mobile,North,35-44,Post-Intervention,2024-04,2024-04-30,2024-05-01,,,,,0,Stage2,1,0,0,0
U004940,2024-02-11,Social,Desktop,East,55+,Pre-Intervention,2024-02,2024-02-11,2024-02-13,2024-02-15,,,,0,Stage3,1,1,0,0
U004941,2024-04-21,Organic,Mobile,South,35-44,Post-Intervention,2024-04,2024-04-21,2024-04-21,2024-04-23,2024-04-23,,,0,Stage4,1,1,1,0
U004942,2024-04-23,Organic,Mobile,South,45-54,Post-Intervention,2024-04,2024-04-23,,,,,,0,Stage1,0,0,0,0
U004943,2024-04-01,Social,Mobile,North,18-24,Post-Intervention,2024-04,2024-04-01,2024-04-03,,,,,0,Stage2,1,0,0,0
U004944,2024-05-23,Email,Mobile,Central,18-24,Post-Intervention,2024-05,2024-05-23,,,,,,0,Stage1,0,0,0,0
