car_model,salesperson_id,age_group,customer_gender,customer_income_group,customer_residence_type,is_first_time_buyer,loyalty_program_member,discount_reason,feedback_score,car_type,car_img_url,fuel_type,transmission,safety_rating,seating_capacity
TataModel_25,430,"Mature Adults",Female,High,Rural,FALSE,TRUE,Festival,9.83,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_25.jpg,Petrol,CVT,4.8,7-Seater
TataModel_29,526,"Senior Adults",Female,High,Urban,TRUE,FALSE,"New Model Launch",1.09,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_29.jpg,Diesel,Manual,4.1,4-Seater
TataModel_25,789,"Young Adults",Male,Medium,Rural,TRUE,TRUE,"New Model Launch",7,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_25.jpg,Petrol,CVT,4.8,7-Seater
TataModel_28,446,"Mature Adults",Male,High,Urban,TRUE,TRUE,Clearance,4.98,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_28.jpg,Electric,Automatic,4.5,5-Seater
TataModel_5,183,"Young Adults",Female,Medium,Rural,FALSE,TRUE,Clearance,1.36,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_5.jpg,Hybrid,Manual,3.3,8-Seater
TataModel_34,590,"Young Adults",Male,Medium,Rural,TRUE,TRUE,Festival,5.96,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_34.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_37,840,"Senior Adults",Female,Medium,Rural,FALSE,TRUE,"No Discount",4.26,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_37.jpg,Electric,CVT,2.6,5-Seater
TataModel_17,40,"Senior Adults",Male,High,Suburban,FALSE,TRUE,"New Model Launch",6.85,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_17.jpg,Hybrid,Manual,4.4,5-Seater
TataModel_15,874,"Early Mid-Age",Female,High,Urban,FALSE,FALSE,Festival,8.28,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_15.jpg,Hybrid,Manual,3.8,8-Seater
TataModel_28,814,"Early Mid-Age",Male,Low,Urban,FALSE,TRUE,"New Model Launch",1.64,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_28.jpg,Electric,Automatic,4.5,5-Seater
TataModel_21,506,"Senior Adults",Female,Low,Suburban,FALSE,TRUE,"New Model Launch",6.99,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_21.jpg,Electric,CVT,3.2,7-Seater
TataModel_47,600,"Senior Adults",Other,High,Suburban,TRUE,FALSE,"No Discount",2.94,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_47.jpg,Petrol,Manual,3.8,8-Seater
TataModel_31,164,"Young Adults",Other,Low,Rural,TRUE,TRUE,Clearance,1.57,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_31.jpg,Petrol,Manual,4.5,7-Seater
TataModel_14,265,"Young Adults",Female,Low,Urban,FALSE,TRUE,Festival,7.29,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_14.jpg,Diesel,Manual,2.9,5-Seater
TataModel_25,439,"Young Adults",Female,Medium,Rural,FALSE,TRUE,Clearance,5.36,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_25.jpg,Petrol,CVT,4.8,7-Seater
TataModel_27,922,"Senior Adults",Female,Low,Urban,TRUE,TRUE,"No Discount",1.29,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_27.jpg,Hybrid,CVT,3.8,4-Seater
TataModel_6,360,"Mature Adults",Male,Low,Suburban,TRUE,TRUE,"New Model Launch",5.18,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_6.jpg,Electric,Automatic,2.9,5-Seater
TataModel_49,544,"Mature Adults",Other,High,Rural,TRUE,TRUE,"New Model Launch",7.5,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_49.jpg,Hybrid,Manual,3,4-Seater
TataModel_49,705,"Mature Adults",Male,Low,Suburban,TRUE,FALSE,Clearance,2.51,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_49.jpg,Hybrid,Manual,3,4-Seater
TataModel_17,397,"Young Adults",Female,Medium,Suburban,TRUE,FALSE,"No Discount",6.59,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_17.jpg,Hybrid,Manual,4.4,5-Seater
TataModel_5,981,"Young Adults",Male,Low,Rural,TRUE,FALSE,"New Model Launch",5.04,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_5.jpg,Hybrid,Manual,3.3,8-Seater
TataModel_14,628,"Mature Adults",Male,Low,Rural,FALSE,TRUE,"No Discount",7.35,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_14.jpg,Diesel,Manual,2.9,5-Seater
TataModel_18,222,"Senior Adults",Other,Medium,Suburban,FALSE,FALSE,"New Model Launch",6.05,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_18.jpg,Diesel,Automatic,4.2,7-Seater
TataModel_32,419,"Early Mid-Age",Male,Low,Suburban,TRUE,FALSE,Festival,7.33,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_32.jpg,Electric,Automatic,4.7,7-Seater
TataModel_39,397,"Senior Adults",Male,Low,Suburban,FALSE,TRUE,Festival,4.49,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_39.jpg,Electric,Manual,3.9,4-Seater
TataModel_19,816,"Early Mid-Age",Female,Medium,Suburban,FALSE,FALSE,Clearance,7.37,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_19.jpg,Diesel,Manual,4.3,4-Seater
TataModel_43,343,"Mature Adults",Male,High,Suburban,TRUE,TRUE,Festival,4.47,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_43.jpg,Hybrid,Automatic,2.6,5-Seater
TataModel_39,961,"Mature Adults",Male,Medium,Rural,FALSE,FALSE,Festival,9.39,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_39.jpg,Electric,Manual,3.9,4-Seater
TataModel_25,64,"Young Adults",Male,Medium,Suburban,TRUE,FALSE,Clearance,5.13,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_25.jpg,Petrol,CVT,4.8,7-Seater
TataModel_44,109,"Mature Adults",Other,High,Urban,FALSE,TRUE,"No Discount",9.93,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_44.jpg,Electric,Automatic,4.6,5-Seater
TataModel_8,480,"Mature Adults",Male,Medium,Urban,FALSE,FALSE,"New Model Launch",6.3,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_8.jpg,Electric,CVT,4.8,7-Seater
TataModel_36,119,"Senior Adults",Male,High,Rural,TRUE,FALSE,Clearance,6.49,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_36.jpg,Hybrid,Manual,3.9,4-Seater
TataModel_28,755,"Early Mid-Age",Female,Medium,Suburban,FALSE,TRUE,"No Discount",4.36,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_28.jpg,Electric,Automatic,4.5,5-Seater
TataModel_40,721,"Senior Adults",Male,Medium,Suburban,TRUE,TRUE,Festival,4.54,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_40.jpg,Electric,Automatic,3.2,7-Seater
TataModel_3,864,"Early Mid-Age",Other,Medium,Suburban,FALSE,FALSE,"New Model Launch",4.25,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_3.jpg,Hybrid,CVT,3.5,4-Seater
TataModel_14,447,"Mature Adults",Female,High,Urban,TRUE,TRUE,"New Model Launch",4.39,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_14.jpg,Diesel,Manual,2.9,5-Seater
TataModel_42,257,"Mature Adults",Male,Medium,Suburban,FALSE,TRUE,"No Discount",9.72,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_42.jpg,Hybrid,Automatic,2.6,8-Seater
TataModel_29,512,"Young Adults",Female,Medium,Suburban,FALSE,TRUE,Clearance,7.19,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_29.jpg,Diesel,Manual,4.1,4-Seater
TataModel_8,543,"Mature Adults",Male,High,Suburban,FALSE,TRUE,"New Model Launch",2.99,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_8.jpg,Electric,CVT,4.8,7-Seater
TataModel_15,919,"Early Mid-Age",Female,High,Suburban,TRUE,TRUE,"New Model Launch",4.35,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_15.jpg,Hybrid,Manual,3.8,8-Seater
TataModel_50,960,"Early Mid-Age",Female,High,Suburban,FALSE,FALSE,Festival,4.37,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_50.jpg,Electric,Automatic,4.1,4-Seater
TataModel_38,66,"Young Adults",Male,High,Urban,TRUE,FALSE,"No Discount",5.19,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_38.jpg,Diesel,Manual,3.7,5-Seater
TataModel_48,66,"Senior Adults",Male,Low,Suburban,FALSE,TRUE,"No Discount",7.25,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_48.jpg,Hybrid,Manual,4.4,4-Seater
TataModel_13,964,"Senior Adults",Female,Medium,Suburban,FALSE,TRUE,"No Discount",1.67,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_13.jpg,Electric,Automatic,5,4-Seater
TataModel_36,748,"Senior Adults",Female,High,Rural,FALSE,TRUE,"No Discount",8.28,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_36.jpg,Hybrid,Manual,3.9,4-Seater
TataModel_6,535,"Young Adults",Other,Medium,Suburban,FALSE,FALSE,"No Discount",1.16,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_6.jpg,Electric,Automatic,2.9,5-Seater
TataModel_47,431,"Young Adults",Other,Medium,Urban,TRUE,FALSE,Festival,9.17,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_47.jpg,Petrol,Manual,3.8,8-Seater
TataModel_34,181,"Senior Adults",Male,High,Suburban,TRUE,TRUE,Festival,5.2,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_34.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_43,768,"Young Adults",Female,Low,Suburban,TRUE,TRUE,Clearance,5.11,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_43.jpg,Hybrid,Automatic,2.6,5-Seater
TataModel_15,328,"Young Adults",Male,Low,Suburban,FALSE,TRUE,"No Discount",9.5,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_15.jpg,Hybrid,Manual,3.8,8-Seater
TataModel_47,413,"Senior Adults",Female,Medium,Urban,FALSE,TRUE,"No Discount",2.69,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_47.jpg,Petrol,Manual,3.8,8-Seater
TataModel_16,362,"Senior Adults",Female,Low,Suburban,TRUE,FALSE,"No Discount",3.78,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_45,448,"Early Mid-Age",Other,High,Suburban,FALSE,TRUE,"No Discount",7.12,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_45.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_29,391,"Mature Adults",Male,Medium,Rural,TRUE,TRUE,"New Model Launch",3.35,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_29.jpg,Diesel,Manual,4.1,4-Seater
TataModel_2,532,"Mature Adults",Male,High,Rural,FALSE,FALSE,"New Model Launch",5.87,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_2.jpg,Diesel,Manual,3.2,5-Seater
TataModel_11,390,"Mature Adults",Female,High,Urban,TRUE,TRUE,"New Model Launch",2.71,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_11.jpg,Electric,CVT,2.7,8-Seater
TataModel_16,964,"Senior Adults",Other,Low,Urban,FALSE,FALSE,"New Model Launch",7.66,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_16,450,"Early Mid-Age",Male,High,Rural,TRUE,FALSE,Clearance,8.17,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_15,740,"Senior Adults",Other,Low,Urban,TRUE,FALSE,"No Discount",6.15,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_15.jpg,Hybrid,Manual,3.8,8-Seater
TataModel_22,578,"Young Adults",Female,Medium,Rural,TRUE,FALSE,"No Discount",4.32,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_22.jpg,Electric,CVT,4.5,7-Seater
TataModel_33,411,"Senior Adults",Other,Medium,Rural,FALSE,FALSE,"No Discount",9,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_33.jpg,Hybrid,Automatic,3.3,4-Seater
TataModel_1,296,"Early Mid-Age",Other,Low,Rural,FALSE,FALSE,Clearance,4.22,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_1.jpg,Hybrid,Automatic,4.6,8-Seater
TataModel_2,399,"Mature Adults",Female,Medium,Urban,TRUE,FALSE,Clearance,7.48,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_2.jpg,Diesel,Manual,3.2,5-Seater
TataModel_31,706,"Early Mid-Age",Male,Medium,Urban,TRUE,FALSE,Clearance,6.62,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_31.jpg,Petrol,Manual,4.5,7-Seater
TataModel_18,348,"Early Mid-Age",Other,Low,Rural,FALSE,TRUE,"No Discount",4.52,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_18.jpg,Diesel,Automatic,4.2,7-Seater
TataModel_22,479,"Mature Adults",Male,Medium,Rural,FALSE,TRUE,"No Discount",9.4,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_22.jpg,Electric,CVT,4.5,7-Seater
TataModel_34,785,"Senior Adults",Male,Medium,Suburban,FALSE,TRUE,Clearance,6.19,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_34.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_16,770,"Young Adults",Other,High,Urban,TRUE,TRUE,"No Discount",9.15,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_28,729,"Senior Adults",Male,High,Rural,TRUE,FALSE,"No Discount",4.6,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_28.jpg,Electric,Automatic,4.5,5-Seater
TataModel_49,515,"Young Adults",Other,Medium,Suburban,TRUE,FALSE,Clearance,3.59,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_49.jpg,Hybrid,Manual,3,4-Seater
TataModel_43,176,"Young Adults",Other,Low,Urban,FALSE,FALSE,"No Discount",9.66,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_43.jpg,Hybrid,Automatic,2.6,5-Seater
TataModel_14,483,"Early Mid-Age",Male,Medium,Urban,FALSE,FALSE,Festival,3.2,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_14.jpg,Diesel,Manual,2.9,5-Seater
TataModel_19,835,"Young Adults",Female,High,Urban,TRUE,FALSE,Clearance,3.65,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_19.jpg,Diesel,Manual,4.3,4-Seater
TataModel_8,357,"Young Adults",Male,Low,Suburban,TRUE,FALSE,"No Discount",5.52,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_8.jpg,Electric,CVT,4.8,7-Seater
TataModel_16,671,"Young Adults",Male,High,Rural,TRUE,TRUE,Clearance,6.56,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_24,640,"Mature Adults",Male,Low,Urban,FALSE,FALSE,"New Model Launch",5.89,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_24.jpg,Hybrid,Manual,4.7,5-Seater
TataModel_9,347,"Mature Adults",Female,Medium,Rural,TRUE,FALSE,"New Model Launch",8.04,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_9.jpg,Electric,Automatic,4.2,7-Seater
TataModel_17,322,"Young Adults",Female,Low,Rural,TRUE,FALSE,Clearance,1.16,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_17.jpg,Hybrid,Manual,4.4,5-Seater
TataModel_28,764,"Senior Adults",Female,High,Rural,FALSE,TRUE,Clearance,3.72,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_28.jpg,Electric,Automatic,4.5,5-Seater
TataModel_17,616,"Senior Adults",Other,High,Urban,TRUE,FALSE,Festival,7.6,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_17.jpg,Hybrid,Manual,4.4,5-Seater
TataModel_25,159,"Early Mid-Age",Male,High,Rural,TRUE,FALSE,Festival,8.52,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_25.jpg,Petrol,CVT,4.8,7-Seater
TataModel_43,690,"Young Adults",Female,High,Suburban,FALSE,FALSE,Festival,2.21,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_43.jpg,Hybrid,Automatic,2.6,5-Seater
TataModel_4,526,"Early Mid-Age",Male,Medium,Suburban,FALSE,TRUE,"New Model Launch",5.58,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_4.jpg,Diesel,Manual,4.6,8-Seater
TataModel_3,695,"Senior Adults",Female,High,Rural,TRUE,TRUE,Festival,7.38,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_3.jpg,Hybrid,CVT,3.5,4-Seater
TataModel_16,18,"Early Mid-Age",Male,Low,Rural,FALSE,TRUE,Clearance,4.24,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_20,437,"Young Adults",Female,Medium,Rural,FALSE,TRUE,Festival,7.12,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_20.jpg,Diesel,Manual,3.4,8-Seater
TataModel_16,232,"Young Adults",Other,Medium,Suburban,TRUE,TRUE,Clearance,6.54,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_37,53,"Mature Adults",Other,Medium,Rural,FALSE,FALSE,Festival,3.21,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_37.jpg,Electric,CVT,2.6,5-Seater
TataModel_16,302,"Senior Adults",Male,High,Rural,TRUE,FALSE,"No Discount",3.64,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_7,233,"Senior Adults",Female,Low,Rural,TRUE,TRUE,Festival,5.22,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_7.jpg,Hybrid,CVT,3.9,7-Seater
TataModel_41,885,"Young Adults",Other,Low,Rural,FALSE,FALSE,"New Model Launch",4.66,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_41.jpg,Electric,Automatic,4,5-Seater
TataModel_24,856,"Mature Adults",Other,High,Rural,FALSE,TRUE,"New Model Launch",3.17,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_24.jpg,Hybrid,Manual,4.7,5-Seater
TataModel_27,376,"Early Mid-Age",Female,Low,Suburban,TRUE,TRUE,"No Discount",5.72,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_27.jpg,Hybrid,CVT,3.8,4-Seater
TataModel_12,526,"Early Mid-Age",Female,Low,Rural,TRUE,FALSE,"No Discount",8.32,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_12.jpg,Petrol,CVT,4,8-Seater
TataModel_45,443,"Mature Adults",Other,Low,Rural,FALSE,TRUE,Festival,2.94,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_45.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_6,164,"Young Adults",Female,High,Rural,TRUE,FALSE,"No Discount",8.39,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_6.jpg,Electric,Automatic,2.9,5-Seater
TataModel_31,566,"Senior Adults",Male,High,Urban,FALSE,TRUE,Festival,4.54,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_31.jpg,Petrol,Manual,4.5,7-Seater
TataModel_10,909,"Early Mid-Age",Other,High,Rural,TRUE,TRUE,Clearance,5.58,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_10.jpg,Hybrid,Automatic,3.9,8-Seater
TataModel_14,955,"Young Adults",Female,Medium,Rural,TRUE,TRUE,"No Discount",9.53,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_14.jpg,Diesel,Manual,2.9,5-Seater
TataModel_5,463,"Early Mid-Age",Male,Low,Rural,FALSE,TRUE,"New Model Launch",8.58,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_5.jpg,Hybrid,Manual,3.3,8-Seater
TataModel_7,656,"Senior Adults",Other,High,Suburban,FALSE,FALSE,Clearance,1.9,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_7.jpg,Hybrid,CVT,3.9,7-Seater
TataModel_32,772,"Mature Adults",Male,Low,Urban,FALSE,TRUE,"New Model Launch",4.34,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_32.jpg,Electric,Automatic,4.7,7-Seater
TataModel_4,581,"Senior Adults",Female,High,Suburban,TRUE,TRUE,"New Model Launch",3.08,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_4.jpg,Diesel,Manual,4.6,8-Seater
TataModel_19,424,"Early Mid-Age",Other,High,Rural,FALSE,FALSE,Festival,3.38,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_19.jpg,Diesel,Manual,4.3,4-Seater
TataModel_2,53,"Senior Adults",Other,Medium,Rural,FALSE,FALSE,Festival,3.78,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_2.jpg,Diesel,Manual,3.2,5-Seater
TataModel_38,59,"Mature Adults",Other,Low,Rural,TRUE,TRUE,"No Discount",6.29,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_38.jpg,Diesel,Manual,3.7,5-Seater
TataModel_44,205,"Mature Adults",Female,Medium,Urban,FALSE,TRUE,"No Discount",2.26,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_44.jpg,Electric,Automatic,4.6,5-Seater
TataModel_15,668,"Mature Adults",Other,High,Suburban,FALSE,FALSE,"New Model Launch",3.79,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_15.jpg,Hybrid,Manual,3.8,8-Seater
TataModel_35,821,"Senior Adults",Female,High,Rural,TRUE,TRUE,Clearance,6.42,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_35.jpg,Electric,Automatic,2.7,4-Seater
TataModel_26,403,"Senior Adults",Male,High,Rural,FALSE,TRUE,Festival,6.31,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_26.jpg,Petrol,CVT,3.8,5-Seater
TataModel_11,672,"Early Mid-Age",Female,High,Rural,TRUE,FALSE,"No Discount",6.43,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_11.jpg,Electric,CVT,2.7,8-Seater
TataModel_12,12,"Mature Adults",Female,High,Suburban,FALSE,TRUE,"No Discount",5.89,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_12.jpg,Petrol,CVT,4,8-Seater
TataModel_11,464,"Mature Adults",Male,High,Rural,TRUE,TRUE,"New Model Launch",7.29,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_11.jpg,Electric,CVT,2.7,8-Seater
TataModel_37,675,"Mature Adults",Other,High,Rural,TRUE,TRUE,Clearance,9.3,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_37.jpg,Electric,CVT,2.6,5-Seater
TataModel_28,849,"Early Mid-Age",Male,Medium,Urban,FALSE,TRUE,"New Model Launch",1.43,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_28.jpg,Electric,Automatic,4.5,5-Seater
TataModel_18,527,"Mature Adults",Male,Medium,Urban,FALSE,TRUE,"No Discount",4.52,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_18.jpg,Diesel,Automatic,4.2,7-Seater
TataModel_34,105,"Early Mid-Age",Male,Medium,Urban,FALSE,FALSE,"No Discount",1.29,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_34.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_34,232,"Young Adults",Female,Low,Urban,TRUE,FALSE,"New Model Launch",1.25,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_34.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_17,571,"Mature Adults",Female,Medium,Rural,TRUE,TRUE,Clearance,5.26,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_17.jpg,Hybrid,Manual,4.4,5-Seater
TataModel_30,79,"Mature Adults",Female,Medium,Rural,FALSE,TRUE,Festival,7.68,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_30.jpg,Hybrid,CVT,4.3,5-Seater
TataModel_47,81,"Senior Adults",Male,High,Rural,TRUE,TRUE,"New Model Launch",2.01,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_47.jpg,Petrol,Manual,3.8,8-Seater
TataModel_14,983,"Senior Adults",Male,Medium,Suburban,TRUE,TRUE,Festival,9.2,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_14.jpg,Diesel,Manual,2.9,5-Seater
TataModel_37,557,"Mature Adults",Other,Medium,Suburban,TRUE,FALSE,Festival,5.64,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_37.jpg,Electric,CVT,2.6,5-Seater
TataModel_19,433,"Mature Adults",Female,Medium,Urban,FALSE,FALSE,"No Discount",6.3,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_19.jpg,Diesel,Manual,4.3,4-Seater
TataModel_2,993,"Mature Adults",Male,Low,Suburban,TRUE,TRUE,Clearance,3.59,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_2.jpg,Diesel,Manual,3.2,5-Seater
TataModel_4,893,"Senior Adults",Male,High,Suburban,TRUE,TRUE,Festival,5.99,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_4.jpg,Diesel,Manual,4.6,8-Seater
TataModel_5,201,"Senior Adults",Male,Medium,Rural,FALSE,TRUE,"New Model Launch",10,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_5.jpg,Hybrid,Manual,3.3,8-Seater
TataModel_11,81,"Senior Adults",Other,Medium,Urban,FALSE,FALSE,Festival,4.16,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_11.jpg,Electric,CVT,2.7,8-Seater
TataModel_22,528,"Early Mid-Age",Other,Low,Suburban,FALSE,FALSE,Clearance,8.1,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_22.jpg,Electric,CVT,4.5,7-Seater
TataModel_44,638,"Early Mid-Age",Other,Low,Urban,FALSE,FALSE,"New Model Launch",1.75,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_44.jpg,Electric,Automatic,4.6,5-Seater
