model_id,year,country,model_price,price_zone,units_sold,total_revenue,revenue_type,revenue_per_unit,profit,profit_per_unit,profit_margin_pct,profit_margin_type,net_profit_usd,local_manufacturing_cost_usd,marketing_expense_usd,warranty_cost_usd,operating_expense_usd,model_performance
TataModel_22,2018,UK,13292.69,1,223,14828441.58,Low,66495.25,1970699.89,8837.22,13.29,Low,561997.94,9398.33,6924.38,640.87,36389.59,Weak
TataModel_22,2019,UK,13292.69,1,2371,22992584.43,Low,9697.42,4904318.26,2068.46,21.33,High,1588787.58,8585.25,13251.25,6043.86,65529.88,Niche
TataModel_22,2020,UK,13292.69,1,6519,314766290.55,High,48284.44,27762386.83,4258.69,8.82,Low,-26534798.29,6906.56,9573.41,2133.06,40456.35,Underperformer
TataModel_22,2021,UK,13292.69,1,2854,165012266.91,High,57817.89,37787809.12,13240.3,22.9,High,10857807.16,15964.29,4491.01,1254.24,69755.81,Star
TataModel_22,2022,UK,13292.69,1,4342,176934906.64,High,40749.63,24806273.91,5713.1,14.02,Low,1574720.67,6425.13,11780.94,6226.12,75045.06,Underperformer
TataModel_22,2023,UK,13292.69,1,6158,193922845.29,High,31491.21,33800751.93,5488.92,17.43,High,2559781.56,7502.7,1500.46,2495.85,79320.87,Star
TataModel_22,2024,UK,13292.69,1,6593,353836137.87,High,53668.46,48758619.8,7395.51,13.78,Low,-5590610.98,15079.7,5512.36,2378.13,56696.4,Underperformer
TataModel_22,2015,Germany,13292.69,1,5503,263087000.49,High,47807.92,60957258.01,11077.1,23.17,High,43672442.08,17672.77,3823.67,3252.49,33147.19,Star
TataModel_22,2016,Germany,13292.69,1,1608,18091600.02,Low,11251,1043885.32,649.18,5.77,Low,-2138427.12,6819.42,11615.03,1071.07,63947.34,Weak
TataModel_22,2017,Germany,13292.69,1,1168,44214153.84,Low,37854.58,9417614.77,8063.03,21.3,High,1596130.95,3094.72,13269.91,1859.76,44572.55,Niche
TataModel_22,2018,Germany,13292.69,1,5086,314815640.64,High,61898.47,32740826.63,6437.44,10.4,Low,-7650020.07,11039.64,9599.34,3200.8,26582.86,Underperformer
TataModel_22,2019,Germany,13292.69,1,6347,310813501.23,High,48970.14,65301916.61,10288.63,21.01,High,9324405.04,21378.73,8363.58,2411.41,31789.57,Star
TataModel_22,2020,Germany,13292.69,1,3663,19529718.17,Low,5331.62,1812357.85,494.77,9.28,Low,337864.12,8320.11,5969.11,6599.29,39518.63,Weak
TataModel_22,2021,Germany,13292.69,1,6730,335104918.27,High,49792.71,32773261.01,4869.73,9.78,Low,-25534994.77,12960.83,5320.68,5346.57,88758.75,Underperformer
TataModel_22,2022,Germany,13292.69,1,2562,70808432.56,Low,27637.95,12285263.05,4795.18,17.35,High,7965948.66,11974.67,12238.7,5157.63,65280.22,Niche
TataModel_22,2023,Germany,13292.69,1,279,11411198.48,Low,40900.35,1532523.96,5492.92,13.43,Low,302396.76,22830.18,13847.86,4599.35,47976.26,Weak
TataModel_22,2024,Germany,13292.69,1,1374,44706586.65,Low,32537.54,7586707.75,5521.62,16.97,High,3715117.35,3333.62,5273.6,656.86,78432.68,Niche
TataModel_22,2015,France,13292.69,1,4335,248433039.77,High,57308.66,19253560.58,4441.42,7.75,Low,-13142107.8,20809.65,6907.43,683.86,73817.65,Underperformer
TataModel_22,2016,France,13292.69,1,1917,87476063.12,Low,45631.75,20635603.29,10764.53,23.59,High,5309797.03,14774.01,5372.37,6780.15,74005.06,Niche
TataModel_22,2017,France,13292.69,1,6167,382495465.97,High,62022.94,28725409.49,4657.92,7.51,Low,-35954573.8,11805.9,5313,1170.84,85256.44,Underperformer
TataModel_22,2018,France,13292.69,1,2057,48474749.08,Low,23565.75,13359640.85,6494.72,27.56,High,7387551.76,17479.15,8358.88,5257.17,17987.1,Niche
TataModel_22,2019,France,13292.69,1,1949,110780649.8,Low,56839.74,13847581.23,7104.97,12.5,Low,1285055.54,19352.04,4109.51,7122.88,43235.04,Weak
TataModel_22,2020,France,13292.69,1,6750,469497082.33,High,69555.12,92866522.88,13758,19.78,High,49203294.23,9113.28,9079.7,966.61,76494.17,Star
TataModel_22,2021,France,13292.69,1,2380,161833234.26,High,67997.16,16555539.87,6956.11,10.23,Low,-10357326.99,9152.83,6682.38,5219.44,82645.52,Underperformer
TataModel_22,2022,France,13292.69,1,6824,414514346.72,High,60743.6,46176898.22,6766.84,11.14,Low,-11191887.36,20679.68,14686.07,4672.95,63302.4,Underperformer
TataModel_22,2023,France,13292.69,1,892,4558813.28,Low,5110.78,1302452.95,1460.15,28.57,High,959174.31,7605.71,3881.28,6767.1,98522.72,Niche
TataModel_22,2024,France,13292.69,1,704,25636429.91,Low,36415.38,6985927.15,9923.19,27.25,High,2878971.08,8149.49,6067.46,4544.49,83477.47,Niche
TataModel_22,2015,Australia,13292.69,1,4948,234360067.88,High,47364.61,22639182.56,4575.42,9.66,Low,-24068778.97,7605.72,5727.69,3588.67,39335.98,Underperformer
TataModel_22,2016,Australia,13292.69,1,3758,159142790,High,42347.74,29887015.96,7952.9,18.78,High,9819110.14,7220.48,14040.95,660.66,38429.56,Star
TataModel_22,2017,Australia,13292.69,1,6208,252686647.33,High,40703.39,48793791.6,7859.82,19.31,High,35628817.27,13627.36,6306.9,1750.41,72820.3,Star
TataModel_22,2018,Australia,13292.69,1,1000,21299671.87,Low,21299.67,2504841.41,2504.84,11.76,Low,-408953.7,11266.8,9398.96,1686.76,99686.41,Weak
TataModel_22,2019,Australia,13292.69,1,5052,163400219.47,High,32343.67,9232112.4,1827.42,5.65,Low,-6634048.91,6603.89,7431.97,3044.88,13134.54,Underperformer
TataModel_22,2020,Australia,13292.69,1,804,16159781.54,Low,20099.23,2569405.26,3195.78,15.9,High,-247244.66,9204.14,3155.54,4139.22,50758.31,Niche
TataModel_22,2021,Australia,13292.69,1,1260,74334292.9,Low,58995.47,5798074.85,4601.65,7.8,Low,877144.66,15157.09,13682.23,4038.14,44393.55,Weak
TataModel_22,2022,Australia,13292.69,1,6667,435568630.75,High,65332.03,102663526.27,15398.76,23.57,High,27876392.37,23453.36,5229.74,5449.75,76997.62,Star
TataModel_22,2023,Australia,13292.69,1,6130,321588251.49,High,52461.38,26402395.45,4307.08,8.21,Low,-2733500.14,15626.16,6198.04,5147.72,85737.58,Underperformer
TataModel_22,2024,Australia,13292.69,1,1558,62662217.25,Low,40219.65,4530478.31,2907.88,7.23,Low,-4781127.18,12475.81,14924,5904.7,67097.74,Weak
TataModel_22,2015,Japan,13292.69,1,2779,128866271.78,Low,46371.45,36971733.37,13303.97,28.69,High,22074792.36,19479.27,5397.34,818.23,32680.59,Niche
TataModel_22,2016,Japan,13292.69,1,431,9350565.03,Low,21695.05,1765386.68,4096.02,18.88,High,430125.99,3114.86,8324.75,2079.78,45208.75,Niche
TataModel_22,2017,Japan,13292.69,1,415,24842573.29,Low,59861.62,1788665.28,4310.04,7.2,Low,-27326.83,20339.38,10418.47,897.49,60624.4,Weak
TataModel_22,2018,Japan,13292.69,1,6332,47897849.04,Low,7564.41,6126134.89,967.49,12.79,Low,-2548165.57,14903.71,3982.69,2605.29,48521.64,Weak
TataModel_22,2019,Japan,13292.69,1,5194,338910386.79,High,65250.36,95945530.5,18472.38,28.31,High,69036045.79,20341.46,11332.34,1497.7,40068.06,Star
TataModel_22,2020,Japan,13292.69,1,4146,253410317.21,High,61121.64,35933582.98,8667.05,14.18,Low,-6309916.9,14000.19,5070.36,3050.36,71484.68,Underperformer
TataModel_22,2021,Japan,13292.69,1,6775,205534480.78,High,30337.19,43902165.09,6480.02,21.36,High,5508324.08,12607.6,11022.25,7529.49,83863.93,Star
TataModel_22,2022,Japan,13292.69,1,4847,78479669.17,Low,16191.39,4434101.31,914.81,5.65,Low,-7188737.7,12372.38,1156.15,6016.64,58534.58,Weak
TataModel_22,2023,Japan,13292.69,1,1501,68196029.37,Low,45433.73,19019872.59,12671.47,27.89,High,8531323.27,8806.54,6401.79,6522.77,83992.8,Niche
TataModel_22,2024,Japan,13292.69,1,6010,182889865.38,High,30430.93,45777333.3,7616.86,25.03,High,30926676.24,24101.67,6347.68,7772.17,28738.4,Star
TataModel_34,2015,India,13826.02,1,6255,251961495.79,High,40281.61,48880530.18,7814.63,19.4,High,33536075.09,3307.5,4105.41,7274.68,95781.39,Star
TataModel_34,2016,India,13826.02,1,3972,75639677.1,Low,19043.22,16678548.8,4199.03,22.05,High,8448951.93,24256.36,13234.3,939.85,34109.57,Niche
TataModel_34,2017,India,13826.02,1,2310,130324539.44,Low,56417.55,32437777.87,14042.33,24.89,High,11637981.37,8686.42,8912.61,1416.03,72344.82,Niche
TataModel_34,2018,India,13826.02,1,2068,43026066.21,Low,20805.64,4311211.83,2084.73,10.02,Low,-3936885.06,10001.79,10564.03,7588.98,37048.26,Weak
TataModel_34,2019,India,13826.02,1,6359,174659147.05,High,27466.45,18723460.56,2944.4,10.72,Low,-9693582.66,23033.3,9194.22,2016.33,10852.62,Underperformer
TataModel_34,2020,India,13826.02,1,2556,147163408.09,High,57575.67,28152359.97,11014.23,19.13,High,7873242.33,18437.17,12791.05,7463.05,74656.31,Star
TataModel_34,2021,India,13826.02,1,2841,96842626.69,Low,34087.51,6314139.26,2222.51,6.52,Low,-7757094.4,16188.2,2060.84,4957.88,95721.05,Weak
TataModel_34,2022,India,13826.02,1,764,39974118.71,Low,52322.14,2574333.24,3369.55,6.44,Low,-4545057.3,7117.49,8047.38,6662.79,27137.48,Weak
TataModel_34,2023,India,13826.02,1,5956,104048242.16,Low,17469.48,6170060.76,1035.94,5.93,Low,-1716796,3833.77,7336.48,3414.15,58677.16,Weak
TataModel_34,2024,India,13826.02,1,1243,16169485.55,Low,13008.44,832728.51,669.93,5.15,Low,-1688094.29,21821.58,12452.37,3947.56,76758.43,Weak
TataModel_34,2015,USA,13826.02,1,4895,330187883.82,High,67454.11,97405425.73,19898.96,29.5,High,50155539.55,14993.05,13127.6,4884.39,33580.34,Star
TataModel_34,2016,USA,13826.02,1,2496,107936720.93,Low,43243.88,21975916.38,8804.45,20.36,High,13135898.94,17106.08,3858.8,4004.89,43228.61,Niche
TataModel_34,2017,USA,13826.02,1,2042,77108504.77,Low,37761.27,10694949.61,5237.49,13.87,Low,5736872.76,16258.17,1521.5,977.58,48167.23,Weak
TataModel_34,2018,USA,13826.02,1,1994,25439329.98,Low,12757.94,6011313.67,3014.7,23.63,High,3533522.93,15422.02,8529.41,6809.69,61443.72,Niche
TataModel_34,2019,USA,13826.02,1,1642,38524377.6,Low,23461.86,10740596.48,6541.17,27.88,High,7689465.77,5810.81,5715.92,4164.46,38406.49,Niche
TataModel_34,2020,USA,13826.02,1,2472,116227886.21,Low,47017.75,14121688.17,5712.66,12.15,Low,-151096.25,16860.13,3935.25,1210.52,72512.66,Weak
TataModel_34,2021,USA,13826.02,1,946,13215705.06,Low,13970.09,3917134.98,4140.73,29.64,High,2497768.26,19130.82,2991.41,4622.1,50400.91,Niche
TataModel_34,2022,USA,13826.02,1,2834,21810476.47,Low,7696,4091645.39,1443.77,18.76,High,726288.87,5617.13,7863.49,7578.24,75093.23,Niche
TataModel_34,2023,USA,13826.02,1,6389,136254439.79,High,21326.41,9960199.55,1558.96,7.31,Low,-10859478.85,7833.25,3094.08,6219.65,36137.97,Underperformer
TataModel_34,2024,USA,13826.02,1,5438,364945775.54,High,67110.29,101564409.33,18676.79,27.83,High,76273667.09,8058.77,8778.51,558.22,52502.35,Star
TataModel_34,2015,UK,13826.02,1,1292,63120104.77,Low,48854.57,13034301.64,10088.47,20.65,High,3130757.2,22008.11,6887.12,4478.7,83735.77,Niche
TataModel_34,2016,UK,13826.02,1,4584,113651056.94,Low,24792.99,28049080.85,6118.91,24.68,High,17445437.24,12328.49,13810.99,1782.18,81860.12,Niche
TataModel_34,2017,UK,13826.02,1,4697,60455961.44,Low,12871.19,3929637.49,836.63,6.5,Low,-1475125.46,24003.48,11094.38,6711.46,45314.03,Weak
TataModel_34,2018,UK,13826.02,1,5022,155959666.97,High,31055.29,8281458.32,1649.04,5.31,Low,-20415120.41,13718.67,6911.2,3707.87,47012.15,Underperformer
TataModel_34,2019,UK,13826.02,1,1362,94406806.26,Low,69314.84,28095465.54,20628.1,29.76,High,15020122.88,20555.07,5970.08,6846.48,11288.02,Niche
TataModel_34,2020,UK,13826.02,1,227,1512256.74,Low,6661.92,119619.51,526.96,7.91,Low,-120375.64,7056.76,9858.56,7237.81,89376.9,Weak
TataModel_34,2021,UK,13826.02,1,2844,167465043.69,High,58883.63,36323167.98,12771.86,21.69,High,23260894.57,21288.66,6181.5,5422.54,52103.92,Star
TataModel_34,2022,UK,13826.02,1,4079,236229722.53,High,57913.64,37962116.41,9306.72,16.07,High,23882824.95,18060.89,9243.37,3016.01,95404.25,Star
TataModel_34,2023,UK,13826.02,1,6562,223441260.13,High,34050.79,54072784.95,8240.29,24.2,High,11641289.65,21676.28,5470.95,1701.5,74499.9,Star
TataModel_34,2024,UK,13826.02,1,5160,46895628.63,Low,9088.3,3034147.17,588.01,6.47,Low,-4600461.17,21150.68,3298.24,2002.6,28411.56,Weak
TataModel_34,2015,Germany,13826.02,1,286,19358116.76,Low,67685.72,2400406.48,8393.03,12.4,Low,-741415.87,4326.13,5123.16,1675.93,76284.53,Weak
TataModel_34,2016,Germany,13826.02,1,4127,230558550.44,High,55865.9,30549007.93,7402.23,13.25,Low,-6755365.53,18293.29,4765.72,733.03,86267.15,Underperformer
TataModel_34,2017,Germany,13826.02,1,925,27177642.63,Low,29381.24,5296922.55,5726.4,19.49,High,717489.77,19511.09,12312.76,4156.55,30864.36,Niche
TataModel_34,2018,Germany,13826.02,1,1335,78477149.74,Low,58784.38,13670719.49,10240.24,17.42,High,6191847.11,20614.98,5696.64,503.83,84165.9,Niche
TataModel_34,2019,Germany,13826.02,1,483,9345434.07,Low,19348.72,2684008.67,5556.95,28.72,High,1163506.54,8195.93,7316.79,6903.16,68979.62,Niche
TataModel_34,2020,Germany,13826.02,1,5467,186033912.4,High,34028.52,43252884.63,7911.63,23.25,High,26193574.87,20005.33,12870.75,4298.21,97265.97,Star
TataModel_34,2021,Germany,13826.02,1,2525,40396354.46,Low,15998.56,2609604.5,1033.51,6.46,Low,-2407622.73,21822.79,1343.91,6782.46,35422.82,Weak
TataModel_34,2022,Germany,13826.02,1,1245,20960357.75,Low,16835.63,4464556.2,3585.99,21.3,High,716844.23,17287.31,5069.75,7740.44,20742.49,Niche
TataModel_34,2023,Germany,13826.02,1,6875,75495465.02,Low,10981.16,5828249.9,847.75,7.72,Low,-2740485.38,23126.82,14620.35,5406.85,63704.68,Weak
TataModel_34,2024,Germany,13826.02,1,3828,177325254.17,High,46323.21,41174924.02,10756.25,23.22,High,15728750.04,20042.06,10154.85,3718.36,98610.86,Star
TataModel_34,2015,France,13826.02,1,1697,59801790.86,Low,35239.71,15512584.55,9141.18,25.94,High,10531095.37,7818.55,14349.12,6686.14,21464.24,Niche
TataModel_34,2016,France,13826.02,1,1561,41950374.78,Low,26874.04,10856756.99,6955,25.88,High,3393785.32,7967.61,3260.26,5736.83,30473.14,Niche
TataModel_34,2017,France,13826.02,1,3782,50649256.45,Low,13392.19,5363756.26,1418.23,10.59,Low,2431164.31,10299.45,2844.38,2832.71,53649.39,Weak
TataModel_34,2018,France,13826.02,1,4444,30540344.95,Low,6872.26,6639470.99,1494.03,21.74,High,5051373.05,15639.46,12961.71,3670.04,25033.64,Niche
TataModel_34,2019,France,13826.02,1,2598,118470858.23,Low,45600.79,10697918.5,4117.75,9.03,Low,-142165.03,7372.41,6657.3,3795.4,58232.11,Weak
TataModel_34,2020,France,13826.02,1,4395,90269625.74,Low,20539.16,16690853.8,3797.69,18.49,High,8160374.17,15729.61,13880.43,7753.27,15249.15,Niche
TataModel_34,2021,France,13826.02,1,1074,8768408,Low,8164.25,2218407.22,2065.56,25.3,High,1544116.65,13318.22,11992.06,990.31,34937.22,Niche
TataModel_34,2022,France,13826.02,1,5089,345313346.17,High,67854.85,94408668.84,18551.52,27.34,High,71341737.32,7546.68,8622.81,6282.33,21904.72,Star
TataModel_34,2023,France,13826.02,1,1391,38204024.83,Low,27465.15,6750651.19,4853.09,17.67,High,4133675.49,4795.38,7673.14,5631,63051.81,Niche
TataModel_34,2024,France,13826.02,1,1366,65832558.66,Low,48193.67,11152035.44,8164.01,16.94,High,5727432.6,19387.16,3177.95,7264.39,28204.27,Niche
TataModel_34,2015,Australia,13826.02,1,5802,111073291,Low,19143.97,32777728.17,5649.38,29.51,High,24558304.64,7706.17,9260.95,3896.05,14815.49,Niche
TataModel_34,2016,Australia,13826.02,1,4465,220344496.84,High,49349.27,13264738.71,2970.83,6.02,Low,-20536107.11,12147.45,7008.25,5941.57,31524.76,Underperformer
TataModel_34,2017,Australia,13826.02,1,4068,29272848.61,Low,7195.88,2467701.14,606.61,8.43,Low,-1756370.92,18328.1,10052.63,4617.66,79156.13,Weak
TataModel_34,2018,Australia,13826.02,1,1884,87631158.95,Low,46513.35,18761831.13,9958.51,21.41,High,9104877.41,19962.86,7390.21,1785.86,20717.88,Niche
TataModel_34,2019,Australia,13826.02,1,2758,147567277.24,High,53505.18,8942577,3242.41,6.06,Low,-7142256.22,8102.96,10326.32,2617.17,23750.29,Underperformer
TataModel_34,2020,Australia,13826.02,1,4192,134601568.36,High,32109.15,22788045.52,5436.08,16.93,High,-2665111.05,21372.96,6651.82,6286.53,23941.48,Star
TataModel_34,2021,Australia,13826.02,1,3519,154819801.58,High,43995.4,16519272.83,4694.31,10.67,Low,5836706.52,20468.04,3112.9,2509.53,28403.35,Underperformer
TataModel_34,2022,Australia,13826.02,1,667,8281114.89,Low,12415.46,633505.29,949.78,7.65,Low,-38921.24,22814.74,13370.34,7820.1,34040.79,Weak
TataModel_34,2023,Australia,13826.02,1,2609,174663824.21,High,66946.66,24976926.86,9573.37,14.3,Low,-6724557.23,12373.08,1890.47,2434.35,74163.96,Underperformer
TataModel_34,2024,Australia,13826.02,1,325,20337522.84,Low,62576.99,3005885.88,9248.88,14.78,Low,-248117.78,21664.94,10489.61,5308.34,32846.83,Weak
TataModel_34,2015,Japan,13826.02,1,2397,147762923.65,High,61644.94,11111771.86,4635.7,7.52,Low,2275549.02,14626.39,4464.88,4165,82825.43,Underperformer
TataModel_34,2016,Japan,13826.02,1,675,26286297.56,Low,38942.66,5535894.27,8201.32,21.06,High,2539256.34,16162.05,4241,4436.62,93528.3,Niche
TataModel_34,2017,Japan,13826.02,1,1843,19028973.8,Low,10325,1792529.33,972.61,9.42,Low,-1832490.18,14197.47,13566.54,2831.4,60829.83,Weak
TataModel_34,2018,Japan,13826.02,1,773,38460273.24,Low,49754.56,7430524.79,9612.58,19.32,High,2507609.82,16914.54,11147.61,3512.34,19327.34,Niche
TataModel_34,2019,Japan,13826.02,1,2665,150535925.83,High,56486.28,34382405.46,12901.47,22.84,High,18651401.21,16230.97,13856.41,1035.37,55018.9,Star
TataModel_34,2020,Japan,13826.02,1,1821,68158833.05,Low,37429.34,14919968.56,8193.28,21.89,High,10421485.57,19204.26,12223.82,3086.36,83973.72,Niche
TataModel_34,2021,Japan,13826.02,1,3979,168636752.75,High,42381.69,44621284.78,11214.2,26.46,High,33794805.25,11638.99,14281.52,2987.85,43068.08,Star
TataModel_34,2022,Japan,13826.02,1,3291,99056457.17,Low,30099.2,12114604.71,3681.13,12.23,Low,-455659.7,15603.6,8288.57,6849.12,99229.44,Weak
TataModel_34,2023,Japan,13826.02,1,2733,149191230.27,High,54588.81,14695336.18,5377,9.85,Low,-8742606.09,18492.4,5819.09,7562.24,27352.88,Underperformer
TataModel_34,2024,Japan,13826.02,1,2449,100836567.55,Low,41174.59,21770614.93,8889.59,21.59,High,14772557.15,4311.9,7377.03,4974.99,10280.99,Niche
TataModel_2,2015,India,14227.63,1,5019,216939291.92,High,43223.61,34276408.12,6829.33,15.8,High,13168215.02,24161.13,2585.3,4423.72,27751.28,Star
TataModel_2,2016,India,14227.63,1,3166,82585675.78,Low,26085.18,8638461.69,2728.51,10.46,Low,57809.97,19787.14,14363.16,3163.1,95498.3,Weak
TataModel_2,2017,India,14227.63,1,4943,144144933.13,High,29161.43,24504638.63,4957.44,17,High,15481165.82,19985.47,6778.8,617.53,57229.19,Star
TataModel_2,2018,India,14227.63,1,5397,134628428.42,High,24945.05,22254079.22,4123.42,16.53,High,8320036.88,3998.85,1247.55,5829.72,68210.42,Star
TataModel_2,2019,India,14227.63,1,4160,209518146.09,High,50364.94,37503748.15,9015.32,17.9,High,14791981.11,3653.34,7391.19,5215.76,50991.89,Star
TataModel_2,2020,India,14227.63,1,1439,30787110.43,Low,21394.8,8069301.64,5607.58,26.21,High,1976532.49,16477.82,11933.67,4691.85,31617.38,Niche
TataModel_2,2021,India,14227.63,1,2407,21860695.22,Low,9082.13,2100812.81,872.79,9.61,Low,-216420.88,7469.24,12786.27,4996.7,77861.09,Weak
TataModel_2,2022,India,14227.63,1,3819,61000431.64,Low,15972.88,3574625.29,936.01,5.86,Low,-4880034.53,24368.44,6440.35,999.17,29732.66,Weak
TataModel_2,2023,India,14227.63,1,5505,217536373.17,High,39516.14,51425598.62,9341.62,23.64,High,13596023.32,10978.23,11533.56,7395.67,73717.81,Star
TataModel_2,2024,India,14227.63,1,811,11085408.57,Low,13668.81,1462165.39,1802.92,13.19,Low,-45450.18,19651.8,2773.46,1982.62,99353.63,Weak
TataModel_2,2015,USA,14227.63,1,3580,39035180.21,Low,10903.68,7838264.19,2189.46,20.08,High,4090886.89,15038.46,7844.23,4597.71,47590.29,Niche
TataModel_2,2016,USA,14227.63,1,6817,224634187.72,High,32952.06,45241325.41,6636.54,20.14,High,19161296.21,11353.92,14245.68,1926.93,61559.5,Star
TataModel_2,2017,USA,14227.63,1,149,7990968.26,Low,53630.66,1685295.21,11310.71,21.09,High,660053.98,4678.85,1735.59,4098.8,61730.74,Niche
TataModel_2,2018,USA,14227.63,1,3840,49016515.58,Low,12764.72,5024192.85,1308.38,10.25,Low,-4759503.66,15235.92,1453,579.62,52579.33,Weak
TataModel_2,2019,USA,14227.63,1,1327,15179162.56,Low,11438.71,2448398.92,1845.06,16.13,High,-180632.03,23462.85,7195.57,6136.14,37891.5,Niche
TataModel_2,2020,USA,14227.63,1,1902,126494432.4,Low,66506.01,28878678.92,15183.32,22.83,High,10246049.02,5667.18,6932.04,6804.74,10884.13,Niche
TataModel_2,2021,USA,14227.63,1,3908,26358714.87,Low,6744.81,6990331.18,1788.72,26.52,High,5216389.67,12760.62,2011.76,7614.62,11160.4,Niche
TataModel_2,2022,USA,14227.63,1,5195,183933889.14,High,35405.95,35646387.72,6861.67,19.38,High,-1066816.56,21800.81,2544.14,6639.74,60384.29,Star
TataModel_2,2023,USA,14227.63,1,6103,92117735.48,Low,15093.84,15484991.33,2537.28,16.81,High,8511678.76,14986.12,3795.59,6894.24,32122.41,Niche
TataModel_2,2024,USA,14227.63,1,2049,97682080.65,Low,47673.05,6046520.79,2950.96,6.19,Low,-791224.85,14595.36,13403.85,6331.04,79474.11,Weak
TataModel_2,2015,UK,14227.63,1,1319,31309090.85,Low,23736.99,9004494.53,6826.76,28.76,High,2845996.36,16960.41,6301.92,3019.65,27284.98,Niche
TataModel_2,2016,UK,14227.63,1,5898,175265147.03,High,29716.03,18735844.22,3176.64,10.69,Low,4469261.25,14974.22,5155.52,4727.04,37602.85,Underperformer
TataModel_2,2017,UK,14227.63,1,6532,225243944,High,34483.15,30115115.31,4610.4,13.37,Low,-8964708.97,18497.1,11227.46,4187.67,67192.85,Underperformer
TataModel_2,2018,UK,14227.63,1,3287,199060677.11,High,60559.99,52970046.18,16115.01,26.61,High,27948119.07,7568.27,12619.51,4532.65,30002.56,Star
TataModel_2,2019,UK,14227.63,1,6657,314853039.36,High,47296.54,31359362.72,4710.73,9.96,Low,-4628339.68,8132.97,4200.75,1982.36,32185.65,Underperformer
TataModel_2,2020,UK,14227.63,1,5510,285848906.27,High,51878.2,37474791.61,6801.23,13.11,Low,-16236217.88,14222.36,11962.2,3255.74,83392.69,Underperformer
TataModel_2,2021,UK,14227.63,1,6176,117347813.47,Low,19000.62,32751774.74,5303.07,27.91,High,10913346.65,8839.73,8164.17,7653.28,76811.3,Niche
TataModel_2,2022,UK,14227.63,1,2018,102737810.39,Low,50910.71,25869380.66,12819.32,25.18,High,10242959.7,23826.98,11963.14,1506.04,33282.45,Niche
TataModel_2,2023,UK,14227.63,1,4461,99885993.29,Low,22390.94,24062535.78,5393.98,24.09,High,7491449.5,12035.85,1905.22,5378.24,37927.53,Niche
TataModel_2,2024,UK,14227.63,1,6492,255021881.71,High,39282.48,63245426.66,9742.06,24.8,High,45291886.19,17342.19,8772.53,4088.59,26004.62,Star
TataModel_2,2015,Germany,14227.63,1,5541,54052432.3,Low,9755,5389027.5,972.57,9.97,Low,-4918771.34,17041.64,12756,3571.26,60161.3,Weak
TataModel_2,2016,Germany,14227.63,1,6922,399306754.17,High,57686.62,49354314.82,7130.07,12.36,Low,-5510433.21,23974.73,3566.12,7365.5,37146.35,Underperformer
TataModel_2,2017,Germany,14227.63,1,5193,212672550.59,High,40953.7,16673527.97,3210.77,7.84,Low,3934442.19,9693.29,9634.2,6172.07,85664.54,Underperformer
TataModel_2,2018,Germany,14227.63,1,215,2156923.68,Low,10032.2,201025.29,935,9.32,Low,-150121.89,12580.88,12834.59,2606.6,96713.84,Weak
TataModel_2,2019,Germany,14227.63,1,791,12922572.92,Low,16337.01,651297.68,823.39,5.04,Low,-364416.56,24624.45,12523.46,5029.1,49436.64,Weak
TataModel_2,2020,Germany,14227.63,1,3373,87208945.5,Low,25855.01,13438898.5,3984.26,15.41,High,-2424408.68,17139.85,11942.68,5074.2,99160.53,Niche
TataModel_2,2021,Germany,14227.63,1,4411,170597769.8,High,38675.53,35450216.56,8036.78,20.78,High,13050729.39,5341.17,12089.94,5951.17,96364.71,Star
TataModel_2,2022,Germany,14227.63,1,2380,41299568.87,Low,17352.76,10618119.16,4461.39,25.71,High,7797358.6,8347.33,14033.42,1580.61,88161.22,Niche
TataModel_2,2023,Germany,14227.63,1,3193,208330120.64,High,65245.89,40936868.71,12820.82,19.65,High,18020555.44,6900.01,2366.46,3727.33,54742.21,Star
TataModel_2,2024,Germany,14227.63,1,6460,152327538.2,High,23580.11,17548132.4,2716.43,11.52,Low,-8408480.11,7266.23,5808.44,6185.29,12957.6,Underperformer
TataModel_2,2015,France,14227.63,1,5984,167809473.55,High,28043.03,11948034.52,1996.66,7.12,Low,-13810719.67,22714.05,5669.6,4074.16,77619.7,Underperformer
TataModel_2,2016,France,14227.63,1,952,60017627.26,Low,63043.73,17831237.06,18730.29,29.71,High,12003525.45,12046.66,13690.58,2215.2,12237.98,Niche
TataModel_2,2017,France,14227.63,1,2107,25373317.01,Low,12042.39,7287216.65,3458.57,28.72,High,5861236.23,6545.77,2256.3,4903.95,14061.37,Niche
TataModel_2,2018,France,14227.63,1,6413,48091493.99,Low,7499.06,11354401.73,1770.53,23.61,High,7218533.25,8944.27,9569.37,3057.73,69872.41,Niche
TataModel_2,2019,France,14227.63,1,5232,315114564.81,High,60228.32,28990539.96,5541.01,9.2,Low,-29431700.35,4176.86,10642.04,933.63,83087.94,Underperformer
TataModel_2,2020,France,14227.63,1,2467,53077817.83,Low,21515.13,12457363.85,5049.6,23.47,High,7982903.8,16602.06,6254.32,7272.87,49106.03,Niche
TataModel_2,2021,France,14227.63,1,2319,123820497.19,Low,53393.92,32465734.36,13999.89,26.22,High,9979932.07,9300.16,8379.5,3894.11,53567.44,Niche
TataModel_2,2022,France,14227.63,1,5996,289532723.75,High,48287.65,80374284.11,13404.65,27.76,High,63697199.23,10022.87,6997.87,5451.59,46386.03,Star
