seller_id,seller_state,primary_category,seller_vintage,first_active_month,last_active_month,sale_year,sale_month,total_orders,total_revenue,avg_review_score,on_time_delivery_pct,cancellation_pct,pct_low_reviews,category_count,review_score_change,order_volume_change,delivery_rate_change,health_score,segment,review_sharp_drop,delivery_sharp_drop,orders_sharp_drop,early_warning_flag,baseline_review,baseline_delivery,baseline_orders,baseline_revenue,order_volume_norm,review_score_norm,delivery_norm
30a81d8cf85fb2ada1b1b094c9583a95,SP,pet_shop,5,2018-02,2018-08,2018,8,3,334.62,5.0,100.0,0.0,0.0,1,0.33,0,0.0,80.15,Star Performer,0,0,0,0,4.84,100.0,3.4,282.7,0.7407407407407408,100.0,100.0
31344c16881c08a8a72c6d2eb29918c1,MG,furniture_decor,16,2017-01,2018-08,2018,8,4,1074.52,5.0,100.0,0.0,0.0,1,0.0,2,0.0,80.22,Star Performer,0,0,0,0,4.32,96.67,2.69,744.54,1.1111111111111112,100.0,100.0
31561f325664a8a7aba4c8d0c3a9b3db,SP,auto,3,2018-06,2018-08,2018,8,10,601.72,4.8,90.0,0.0,0.0,2,0.21,-6,-10.0,76.67,Stable,0,1,0,1,4.58,96.67,12.0,1109.79,3.3333333333333335,95.0,90.0
318f287a62ab7ac10b703ac37435a231,SP,bed_bath_table,17,2017-02,2018-08,2018,8,1,48.02,4.0,100.0,0.0,0.0,1,1.0,-1,0.0,72.5,Stable,0,0,1,1,4.01,90.87,3.06,213.8,0.0,75.0,100.0
31ae0774c17fabd06ff707cc5bde005f,SP,agro_industry_and_commerce,9,2017-05,2018-08,2018,8,1,459.34,5.0,100.0,0.0,0.0,1,1.0,0,0.0,80.0,Star Performer,0,0,0,0,3.78,88.89,1.22,841.19,0.0,100.0,100.0
31da954dc0855f2495c6310f70a2f931,SP,health_beauty,9,2017-09,2018-08,2018,8,1,70.46,5.0,100.0,0.0,0.0,1,0.0,0,0.0,80.0,Star Performer,0,0,0,0,4.33,93.52,3.22,559.19,0.0,100.0,100.0
323ce52b5b81df2cd804b017b7f09aa7,SP,stationery,8,2018-01,2018-08,2018,8,1,158.21,4.0,0.0,0.0,0.0,1,-0.5,-1,-50.0,47.5,Dormant,0,1,0,1,4.33,72.05,3.5,352.2,0.0,75.0,0.0
325f3178fb58e2a9778334621eecdbf9,SP,perfumery,10,2017-04,2018-01,2018,1,2,52.77,4.0,100.0,0.0,0.0,1,-1.0,0,0.0,72.57,Stable,0,0,0,0,4.52,100.0,2.6,99.29,0.3703703703703704,75.0,100.0
32b8764b4ef628b53608fc34011fcc13,SC,housewares,6,2018-03,2018-08,2018,8,8,2886.54,4.75,87.5,0.0,0.0,1,2.08,5,-12.5,75.52,Stable,0,0,0,0,4.11,91.67,6.0,1975.74,2.5925925925925926,93.75,87.5
3340ef1913fb70d28420f6ceb685c339,PR,computers_accessories,9,2017-01,2017-11,2017,11,3,594.55,4.33,66.67,0.0,0.0,1,-0.67,2,-33.33,66.79,At-Risk,0,1,0,1,4.46,92.13,3.56,831.28,0.7407407407407408,83.25,66.67
334cab711dee080b079fa5779b584783,SP,furniture_decor,5,2018-04,2018-08,2018,8,1,59.0,5.0,100.0,0.0,0.0,1,0.1,-3,0.0,80.0,Star Performer,0,0,0,0,4.98,100.0,2.2,284.27,0.0,100.0,100.0
33576ec5412fb5905d876f12f33bfde6,PR,fashion_bags_accessories,9,2017-07,2018-06,2018,6,2,212.22,4.5,100.0,0.0,0.0,1,0.5,-1,0.0,76.32,Stable,0,0,0,0,3.93,97.22,3.44,376.82,0.3703703703703704,87.5,100.0
3361277dc30b7cccdb0c286b24219756,PR,pet_shop,16,2017-02,2018-08,2018,8,1,118.32,1.0,100.0,0.0,100.0,1,-3.0,0,0.0,49.05,Dormant,1,0,0,1,4.38,93.75,1.81,283.81,0.0,0.0,100.0
33a17d60c64393351ebf1ef860f4e0f2,RS,housewares,13,2017-07,2018-08,2018,8,2,684.93,5.0,100.0,0.0,0.0,1,0.4,-3,0.0,80.07,Star Performer,0,0,0,0,4.75,98.9,3.31,725.53,0.3703703703703704,100.0,100.0
33a6f4b1e7cdc205511e76ba1b6e0186,SP,bed_bath_table,8,2018-01,2018-08,2018,8,13,1413.51,5.0,100.0,0.0,0.0,2,0.25,9,0.0,80.89,Star Performer,0,0,0,0,4.42,98.53,13.12,1522.99,4.444444444444445,100.0,100.0
33ac3e28642ab8bda860a2f693000e78,SP,sports_leisure,17,2017-02,2018-07,2018,7,2,269.08,3.0,100.0,0.0,50.0,1,-2.0,1,0.0,64.6,At-Risk,1,0,0,1,4.34,100.0,2.0,244.18,0.3703703703703704,50.0,100.0
33c51922b6e3c16b24a8f28e5833c99d,PR,perfumery,7,2017-12,2018-08,2018,8,1,139.8,4.32,100.0,0.0,0.0,1,0.0,-2,0.0,74.9,Stable,0,0,1,1,3.9,95.24,2.57,1003.7,0.0,83.0,100.0
33cbbec1e7e1044aaf11d152172c776f,RS,small_appliances,5,2018-04,2018-08,2018,8,1,75.74,5.0,100.0,0.0,0.0,1,0.6,-3,0.0,80.0,Star Performer,0,0,0,0,4.82,100.0,3.0,225.9,0.0,100.0,100.0
34056b8b55c1775a22af2331670a799c,SP,auto,8,2017-11,2018-08,2018,8,9,881.82,4.67,100.0,0.0,0.0,1,0.89,0,11.11,78.12,Stable,0,0,0,0,3.89,86.92,9.75,1028.74,2.9629629629629632,91.75,100.0
343e716476e3748b069f980efbaa294e,SP,books_general_interest,12,2017-04,2018-08,2018,8,1,63.42,5.0,100.0,0.0,0.0,1,0.0,0,0.0,80.0,Star Performer,0,0,0,0,4.27,91.67,1.42,102.89,0.0,100.0,100.0
3481aa57cd91f9f9d3fa1fa12d9a3bf7,SP,furniture_decor,5,2017-02,2017-08,2017,8,4,443.71,3.25,100.0,0.0,50.0,1,-1.75,3,0.0,66.62,At-Risk,1,0,0,1,4.3,100.0,3.0,327.33,1.1111111111111112,56.25,100.0
34d1ca11b242c0fee2c834ae8d788566,MG,computers_accessories,17,2017-03,2018-08,2018,8,1,205.21,5.0,100.0,0.0,0.0,1,0.0,0,0.0,80.0,Star Performer,0,0,0,0,4.37,100.0,2.35,847.31,0.0,100.0,100.0
3504c0cb71d7fa48d967e0e4c94d59d9,SP,cool_stuff,5,2017-07,2017-11,2017,11,3,168.14,5.0,100.0,0.0,0.0,2,1.0,-6,0.0,80.15,Star Performer,0,0,1,1,4.47,100.0,10.6,607.46,0.7407407407407408,100.0,100.0
3586b8580d9c917874e053a1bb37b5ff,SP,stationery,14,2017-05,2018-08,2018,8,1,49.67,3.0,100.0,0.0,0.0,1,-1.5,-1,0.0,65.0,At-Risk,1,0,1,1,4.36,96.43,2.57,168.02,0.0,50.0,100.0
36890be00bbfc1cdb9a4a38a6af05a69,SP,baby,3,2018-06,2018-08,2018,8,6,564.34,3.67,50.0,0.0,33.33,2,-0.83,2,-50.0,57.58,Dormant,1,1,0,1,4.39,83.33,4.33,533.63,1.8518518518518516,66.75,50.0
36a968b544695394e4e9d7572688598f,SP,computers_accessories,17,2017-02,2018-08,2018,8,13,622.42,3.69,91.67,0.0,23.08,3,0.81,5,-8.33,68.76,Stable,0,0,0,0,3.5,94.41,9.06,692.91,4.444444444444445,67.25,91.67
373ee4a3a775a733770ca3f790b8b9ac,RJ,sports_leisure,10,2017-02,2018-05,2018,5,1,44.8,5.0,100.0,0.0,0.0,1,0.0,0,0.0,80.0,Star Performer,0,0,0,0,4.03,93.33,1.3,248.23,0.0,100.0,100.0
37515688008a7a40ac93e3b2e4ab203f,SP,consoles_games,13,2017-07,2018-07,2018,7,1,58.38,3.0,0.0,0.0,0.0,1,-2.0,-2,-100.0,40.0,Dormant,1,1,1,1,4.06,81.8,17.54,724.44,0.0,50.0,0.0
376a891762bbdecbc02b4b6adec3fdda,GO,sports_leisure,13,2017-05,2018-05,2018,5,1,91.19,5.0,100.0,0.0,0.0,1,0.2,-3,0.0,80.0,Star Performer,0,0,1,1,4.68,97.95,4.38,591.82,0.0,100.0,100.0
3785b653b1b82de85ab47dd139938091,PR,housewares,10,2017-08,2018-08,2018,8,1,113.33,4.0,100.0,0.0,0.0,1,0.5,-1,0.0,72.5,Stable,1,0,0,1,4.72,100.0,2.1,211.12,0.0,75.0,100.0
37be5a7c751166fbc5f8ccba4119e043,SP,bed_bath_table,11,2017-05,2018-05,2018,5,3,753.51,3.75,75.0,0.0,33.33,1,-1.25,1,-25.0,64.21,At-Risk,0,0,0,0,4.19,89.6,24.73,5686.21,0.7407407407407408,68.75,75.0
381c83fdca332ea6afd896da20bf6e4a,PR,watches_gifts,13,2017-08,2018-08,2018,8,2,310.63,4.5,100.0,0.0,0.0,1,-0.5,0,0.0,76.32,Stable,0,0,0,0,4.37,95.05,3.54,642.69,0.3703703703703704,87.5,100.0
382229d1e840115ffe3dbf5ff460e417,RJ,housewares,5,2018-04,2018-08,2018,8,13,1036.43,4.4,73.33,0.0,7.69,6,-0.1,5,-26.67,69.65,Stable,0,1,0,1,4.25,92.67,9.2,993.32,4.444444444444445,85.00000000000001,73.33
38e679b9e0064cd94c6f035707344dae,PR,sports_leisure,9,2017-01,2018-01,2018,1,3,283.82,4.5,100.0,0.0,0.0,1,3.5,2,0.0,76.4,Stable,0,0,0,0,3.8,97.78,3.0,483.6,0.7407407407407408,87.5,100.0
391fc6631aebcf3004804e51b40bcf1e,SP,furniture_decor,19,2017-02,2018-08,2018,8,22,1723.85,4.26,100.0,0.0,9.09,2,-0.55,3,0.0,75.92,Stable,0,0,0,0,4.01,91.28,27.21,2613.74,7.777777777777778,81.5,100.0
392e0502231ae2f8b29994ef6398cd77,SP,health_beauty,8,2017-01,2018-07,2018,7,1,217.52,4.0,100.0,100.0,0.0,1,1.0,0,0.0,67.5,At-Risk,0,0,0,0,4.3,86.11,2.5,278.45,0.0,75.0,100.0
3935fe5fe0f82787a9dcb8deb62be09d,SP,computers_accessories,5,2018-04,2018-08,2018,8,3,394.47,5.0,100.0,0.0,0.0,1,0.5,1,0.0,80.15,Star Performer,0,0,0,0,4.31,94.29,3.2,420.27,0.7407407407407408,100.0,100.0
3969863bb8af7f72580b3b1ffd3a17b3,SP,sports_leisure,7,2017-11,2018-08,2018,8,2,138.32,5.0,100.0,0.0,0.0,1,0.0,1,0.0,80.07,Star Performer,0,0,0,0,4.0,100.0,1.71,121.43,0.3703703703703704,100.0,100.0
39c763cca83e654764b7a4a650fb9b7c,GO,sports_leisure,6,2017-09,2018-07,2018,7,3,252.36,3.67,100.0,0.0,33.33,1,-1.33,1,0.0,69.86,Stable,0,0,0,0,3.83,77.78,1.83,164.04,0.7407407407407408,66.75,100.0
39d54ff918774174706fb065d7f9dc07,SP,auto,8,2017-11,2018-07,2018,7,2,110.24,3.0,100.0,50.0,50.0,1,-2.0,0,0.0,62.1,At-Risk,1,0,0,1,4.03,81.55,2.88,244.62,0.3703703703703704,50.0,100.0
3a1a1fec38dd360f15fc912e821e169d,SP,auto,7,2017-10,2018-05,2018,5,1,106.8,5.0,100.0,0.0,0.0,1,0.33,-2,33.33,80.0,Star Performer,0,0,1,1,3.95,77.38,2.14,339.8,0.0,100.0,100.0
3a734b715d333a2588a3d54a0c9b8746,SP,telephony,5,2017-08,2018-01,2018,1,2,222.84,2.0,100.0,0.0,50.0,2,0.0,0,100.0,57.1,Dormant,0,0,0,0,3.29,80.0,3.2,516.71,0.3703703703703704,25.0,100.0
3ab971ce71839580d2ae5b4e40fe8044,SP,housewares,3,2018-06,2018-08,2018,8,10,1741.14,3.55,81.82,0.0,30.0,2,-0.65,-2,-9.09,64.96,At-Risk,1,0,0,1,3.89,90.91,12.0,1966.35,3.3333333333333335,63.74999999999999,81.82
3ade81dab5a172b88e1871c28ae05260,SP,furniture_bedroom,10,2017-10,2018-08,2018,8,5,1373.28,5.0,100.0,0.0,0.0,1,1.0,4,0.0,80.3,Star Performer,0,0,0,0,3.89,81.0,3.0,730.3,1.4814814814814816,100.0,100.0
3b15288545f8928d3e65a8f949a28291,SP,bed_bath_table,18,2017-03,2018-08,2018,8,1,153.7,2.0,100.0,0.0,100.0,1,-1.0,-3,0.0,56.55,Dormant,1,0,1,1,3.87,95.31,5.78,938.62,0.0,25.0,100.0
3b872fd4747f01cc56206f2934198618,SP,bed_bath_table,8,2017-11,2018-08,2018,8,3,313.63,4.33,100.0,0.0,0.0,1,0.33,0,0.0,75.12,Stable,0,0,0,0,3.96,87.5,3.12,480.39,0.7407407407407408,83.25,100.0
3bb548e3cb7f70f28e3f11ee9dce0e59,PR,computers_accessories,14,2017-03,2018-08,2018,8,1,88.87,4.0,100.0,0.0,0.0,1,0.43,-6,0.0,72.5,Stable,0,0,1,1,4.21,100.0,3.29,613.34,0.0,75.0,100.0
3bdff180c7e1f6551a643b99c265a120,SP,computers_accessories,15,2017-02,2018-04,2018,4,3,234.56,4.67,100.0,0.0,0.0,1,1.84,-1,50.0,77.67,Stable,0,0,0,0,3.98,95.33,3.93,277.46,0.7407407407407408,91.75,100.0
3be634553519fb6536a03e1358e9fdc7,SP,housewares,14,2017-07,2018-08,2018,8,9,720.66,4.73,81.82,0.0,0.0,3,1.4,6,-18.18,74.02,Stable,0,1,0,1,3.99,94.93,5.93,521.31,2.9629629629629632,93.25000000000001,81.82
3c010235b7345c92f125d14ee232a76b,PR,pet_shop,2,2018-07,2018-08,2018,8,5,1329.39,4.2,100.0,0.0,0.0,1,-0.7,-5,0.0,74.3,Stable,0,0,0,0,4.55,100.0,7.5,2002.66,1.4814814814814816,80.0,100.0
3c03b12bab54d8b37d79d914bfdb1aa0,RJ,sports_leisure,9,2017-12,2018-08,2018,8,2,129.16,5.0,100.0,0.0,0.0,1,0.5,-1,0.0,80.07,Star Performer,0,0,0,0,3.98,94.81,4.11,546.64,0.3703703703703704,100.0,100.0
3c487ae8f8d7542beff5788e2e0aea83,DF,fashion_bags_accessories,12,2017-08,2018-08,2018,8,3,751.04,5.0,100.0,0.0,0.0,1,0.0,2,0.0,80.15,Star Performer,0,0,0,0,4.13,97.22,2.5,842.11,0.7407407407407408,100.0,100.0
3c4e0452bff7a2a788179488d3d77032,PR,toys,4,2017-12,2018-03,2018,3,4,419.31,4.0,100.0,0.0,25.0,1,0.86,0,0.0,72.48,Stable,0,0,0,0,3.71,98.33,8.0,1088.13,1.1111111111111112,75.0,100.0
3c7c4a49ec3c6550809089c6a2ca9370,SP,perfumery,12,2017-09,2018-08,2018,8,2,60.6,5.0,100.0,0.0,0.0,1,0.0,1,0.0,80.07,Star Performer,0,0,1,1,3.84,94.4,11.75,497.18,0.3703703703703704,100.0,100.0
3ca08eeb8d5595949fed424bd3677742,PR,toys,8,2017-05,2018-01,2018,1,2,439.72,5.0,100.0,0.0,0.0,1,0.5,0,0.0,80.07,Star Performer,0,0,0,0,4.5,100.0,1.75,279.39,0.3703703703703704,100.0,100.0
3d2531eccfbde1d7c8db7a3a12fb267a,MG,health_beauty,5,2018-04,2018-08,2018,8,1,367.45,5.0,100.0,0.0,0.0,1,1.0,0,0.0,80.0,Star Performer,0,0,0,0,4.35,100.0,2.0,442.52,0.0,100.0,100.0
3d5d0dc7073a299e31fa718ce1bc00b6,RJ,health_beauty,3,2018-06,2018-08,2018,8,6,258.7,3.43,57.14,0.0,50.0,3,-0.9,0,-42.86,57.4,Dormant,1,1,0,1,4.1,85.71,7.67,392.71,1.8518518518518516,60.75000000000001,57.14
3d621842b2ed28e2b474132480edac3c,SP,auto,4,2017-05,2017-11,2017,11,6,568.71,4.0,100.0,0.0,16.67,1,-1.0,5,0.0,72.71,Stable,0,0,0,0,3.62,100.0,2.5,270.18,1.8518518518518516,75.0,100.0
3d871de0142ce09b7081e2b9d1733cb1,SP,stationery,18,2017-03,2018-08,2018,8,25,3440.58,4.43,96.43,0.0,4.0,3,0.01,-6,-3.57,76.57,Stable,0,0,0,0,4.18,95.46,60.0,6522.75,8.88888888888889,85.75,96.43
3d8fa2f5b647373c8620330c4e077a9f,SP,garden_tools,5,2018-04,2018-08,2018,8,7,697.84,4.14,100.0,0.0,14.29,4,-0.66,-3,0.0,73.86,Stable,0,0,0,0,3.53,80.0,8.6,890.48,2.2222222222222223,78.49999999999999,100.0
3db66a856d18a9cba7c9241fc5221c50,MG,sports_leisure,14,2017-04,2018-08,2018,8,3,454.7,4.0,100.0,0.0,33.33,1,-0.17,-2,0.0,72.33,Stable,0,0,0,0,4.2,87.31,6.64,828.95,0.7407407407407408,75.0,100.0
3dbbce181edfaa4a597ec858c382d2ec,PR,books_general_interest,7,2017-04,2017-12,2017,12,3,277.84,5.0,100.0,0.0,0.0,1,1.0,1,0.0,80.15,Star Performer,0,0,0,0,4.36,92.86,2.29,179.11,0.7407407407407408,100.0,100.0
3df020b72d3d44b3af9d110fa3940b65,SP,furniture_decor,14,2017-07,2018-08,2018,8,4,807.07,5.0,100.0,0.0,0.0,1,0.2,1,0.0,80.22,Star Performer,0,0,0,0,4.07,90.18,3.93,482.1,1.1111111111111112,100.0,100.0
3f3486b61f45078d4f31ee5e43d8c5bb,SP,luggage_accessories,9,2017-12,2018-08,2018,8,10,1362.89,4.7,70.0,0.0,0.0,2,1.7,8,-30.0,70.92,Stable,0,1,0,1,4.24,89.26,4.44,525.17,3.3333333333333335,92.5,70.0
3f995f07c49d0d55a99d5c54957f7d81,SP,auto,12,2017-04,2018-08,2018,8,5,356.23,4.8,100.0,0.0,0.0,1,0.8,3,0.0,78.8,Stable,0,0,0,0,4.12,91.67,3.58,385.6,1.4814814814814816,95.0,100.0
3fac58ce0ad699020c7944d53c41329c,SP,construction_tools_lights,4,2018-05,2018-08,2018,8,4,814.18,4.75,75.0,0.0,0.0,2,0.08,0,-8.33,72.1,Stable,0,1,0,1,4.11,89.58,2.5,356.99,1.1111111111111112,93.75,75.0
3fd1e727ba94cfe122d165e176ce7967,SP,sports_leisure,5,2017-12,2018-04,2018,4,2,267.69,4.0,50.0,0.0,0.0,1,0.8,-3,10.0,60.07,At-Risk,0,0,1,1,3.74,70.5,7.4,678.88,0.3703703703703704,75.0,50.0
403aa86912527d730337ffcb0fb096ab,MG,telephony,7,2017-01,2017-11,2017,11,3,862.62,4.0,100.0,0.0,0.0,1,-1.0,1,0.0,72.65,Stable,0,0,0,0,4.05,100.0,1.57,1309.22,0.7407407407407408,75.0,100.0
406822777a0b9eb5c50e442dd4cd3ec5,SP,toys,11,2017-10,2018-08,2018,8,2,196.71,5.0,100.0,0.0,0.0,1,0.4,-3,0.0,80.07,Star Performer,0,0,0,0,4.46,92.68,4.09,417.85,0.3703703703703704,100.0,100.0
40d54b51e962dbe09cabbcfd33298dee,SP,health_beauty,12,2017-07,2018-08,2018,8,2,812.04,3.0,100.0,0.0,50.0,1,0.0,-1,0.0,64.6,At-Risk,0,0,0,0,3.85,100.0,2.5,610.27,0.3703703703703704,50.0,100.0
40db9e9aa57f7bb151bcda6b0f9bdbb7,PE,auto,5,2018-02,2018-08,2018,8,3,6235.92,1.0,100.0,0.0,66.67,1,-3.0,0,0.0,49.51,Dormant,0,0,0,0,2.13,90.0,2.4,4764.8,0.7407407407407408,0.0,100.0
411f3b52d857390502ee4e4d5ceabc2d,SP,construction_tools_construction,5,2018-04,2018-08,2018,8,5,510.94,4.44,55.56,0.0,0.0,3,-0.31,0,-44.44,64.99,At-Risk,0,0,0,0,4.09,77.78,4.2,436.54,1.4814814814814816,86.00000000000001,55.559999999999995
412a4720f3e9431b4afa1476a1acddbe,SP,sports_leisure,10,2017-09,2018-08,2018,8,3,113.85,4.0,100.0,0.0,0.0,1,-0.5,0,0.0,72.65,Stable,0,0,0,0,4.3,95.0,2.1,256.92,0.7407407407407408,75.0,100.0
41ab63a91b8b264e8c8780368bf1dd5b,MG,small_appliances,7,2017-10,2018-07,2018,7,1,169.32,5.0,100.0,0.0,0.0,1,0.5,-1,0.0,80.0,Star Performer,0,0,0,0,4.07,100.0,1.71,410.6,0.0,100.0,100.0
41b39e28db005d9731d9d485a83b4c38,SP,bed_bath_table,20,2017-01,2018-08,2018,8,1,138.07,4.0,0.0,0.0,0.0,1,1.0,-2,-100.0,47.5,Dormant,0,1,1,1,4.02,90.16,9.75,1079.58,0.0,75.0,0.0
41b86b552e54e3a7009596125aa8b167,SP,sports_leisure,2,2017-03,2017-04,2017,4,4,913.4,4.0,100.0,0.0,25.0,1,-0.57,-2,0.0,72.48,Stable,0,0,0,0,4.28,100.0,5.0,914.96,1.1111111111111112,75.0,100.0
41c2bad7229b0c25e6becf179ebf63ff,RN,books_general_interest,4,2017-11,2018-07,2018,7,1,41.98,5.0,100.0,0.0,0.0,1,0.08,-9,0.0,80.0,Star Performer,0,0,0,0,4.98,100.0,5.0,242.98,0.0,100.0,100.0
41da412d33e8da4f22baf55cb1bde82c,ES,sports_leisure,6,2018-01,2018-06,2018,6,3,143.44,4.67,100.0,0.0,0.0,1,-0.33,0,0.0,77.67,Stable,0,0,0,0,4.68,100.0,2.5,206.18,0.7407407407407408,91.75,100.0
4200ddf1967c5e41e48db62bc6d4b5ac,SP,bed_bath_table,9,2017-08,2018-04,2018,4,2,102.05,4.0,100.0,0.0,0.0,1,-0.67,0,0.0,72.57,Stable,0,0,0,0,4.43,94.44,2.44,129.81,0.3703703703703704,75.0,100.0
42b729f859728f5079499127a9c2ef37,SP,health_beauty,8,2018-01,2018-08,2018,8,15,742.12,4.8,85.71,0.0,0.0,2,0.37,-1,-14.29,75.96,Stable,0,0,0,0,4.21,85.19,13.0,679.26,5.185185185185185,95.0,85.71
42bde9fef835393bb8a8849cb6b7f245,DF,toys,9,2017-07,2018-08,2018,8,1,146.83,2.0,100.0,0.0,100.0,1,-2.33,-2,0.0,56.55,Dormant,1,0,1,1,4.24,88.89,3.89,943.09,0.0,25.0,100.0
42ef3192a9ff87a22d1867b74b3ee205,SP,toys,7,2018-01,2018-08,2018,8,1,57.09,4.0,100.0,0.0,0.0,1,-1.0,-1,0.0,72.5,Stable,1,0,1,1,4.68,100.0,3.29,236.57,0.0,75.0,100.0
430315b7bb4b6e4b3c978f9dfa9b0558,SP,housewares,7,2018-01,2018-08,2018,8,1,437.33,3.0,100.0,0.0,0.0,1,-2.0,-1,0.0,65.0,At-Risk,1,0,0,1,4.16,98.21,2.86,529.23,0.0,50.0,100.0
4305fe92735c8a43d154ff6dd2b8d927,MG,sports_leisure,6,2017-07,2018-08,2018,8,5,985.57,3.17,100.0,0.0,60.0,1,2.17,4,0.0,66.0,At-Risk,0,0,0,0,3.74,100.0,3.17,552.38,1.4814814814814816,54.25,100.0
431050a06a317f2b38168dec3dcd2b46,SP,health_beauty,5,2018-04,2018-08,2018,8,2,144.8,3.0,100.0,0.0,50.0,2,-2.0,0,0.0,64.6,At-Risk,1,0,0,1,4.08,100.0,2.4,344.19,0.3703703703703704,50.0,100.0
431af27f296bc6519d890aa5a05fdb11,SP,health_beauty,16,2017-04,2018-07,2018,7,3,474.61,5.0,100.0,0.0,0.0,1,0.0,2,0.0,80.15,Star Performer,0,0,0,0,3.97,85.89,7.31,956.46,0.7407407407407408,100.0,100.0
4324dd16853115efb0fd9d0d131ba6f4,SP,computers_accessories,6,2017-05,2018-03,2018,3,1,159.54,5.0,100.0,0.0,0.0,1,0.0,-1,0.0,80.0,Star Performer,0,0,1,1,4.44,95.83,2.0,229.91,0.0,100.0,100.0
432c37c9dfba871172ec162e20118b8c,DF,cool_stuff,14,2017-03,2018-04,2018,4,1,56.06,5.0,100.0,0.0,0.0,1,2.0,-1,50.0,80.0,Star Performer,0,0,1,1,4.06,88.21,3.14,259.46,0.0,100.0,100.0
4342d4b2ba6b161468c63a7e7cfce593,RJ,watches_gifts,4,2017-12,2018-07,2018,7,1,410.13,1.0,100.0,0.0,100.0,1,0.0,0,100.0,49.05,Dormant,0,0,0,0,1.14,75.0,5.0,790.83,0.0,0.0,100.0
4371b634e0efc0e22b09b52907d9d469,SP,sports_leisure,14,2017-06,2018-08,2018,8,2,173.33,2.5,100.0,0.0,50.0,1,-1.7,-1,0.0,60.85,At-Risk,1,0,1,1,4.44,93.24,7.29,691.34,0.3703703703703704,37.5,100.0
43f8c9950d11ecd03a0304a49e010da6,SP,consoles_games,9,2017-07,2018-05,2018,5,1,137.72,5.0,100.0,0.0,0.0,1,0.0,-1,0.0,80.0,Star Performer,0,0,1,1,4.45,87.04,4.56,534.14,0.0,100.0,100.0
44073f8b7e41514de3b7815dd0237f4f,DF,health_beauty,18,2017-02,2018-08,2018,8,1,72.18,3.0,100.0,0.0,0.0,1,2.0,0,0.0,65.0,At-Risk,0,0,1,1,3.31,97.14,7.83,1200.27,0.0,50.0,100.0
440dd6ab244315c632130ecfb63827b1,SP,sports_leisure,20,2017-01,2018-08,2018,8,1,187.83,5.0,100.0,0.0,0.0,1,1.0,0,0.0,80.0,Star Performer,0,0,1,1,3.92,90.42,4.55,773.19,0.0,100.0,100.0
45213867cefbf2cd4c6177e10216a951,SP,musical_instruments,8,2017-01,2017-10,2017,10,1,333.86,1.0,100.0,0.0,100.0,1,-3.33,-2,33.33,49.05,Dormant,1,0,0,1,3.52,83.33,1.75,673.64,0.0,0.0,100.0
4559697a8f7e637227c2eeaed843baff,SP,home_appliances,12,2017-02,2018-06,2018,6,1,84.7,5.0,100.0,0.0,0.0,1,1.0,0,0.0,80.0,Star Performer,0,0,0,0,4.0,86.86,3.5,387.91,0.0,100.0,100.0
45ba18c210d42734ec52c0c1c574e9ee,SP,baby,5,2018-04,2018-08,2018,8,4,773.38,1.0,100.0,25.0,100.0,3,-3.86,-3,0.0,48.02,Dormant,1,0,0,1,3.66,96.53,7.6,1312.42,1.1111111111111112,0.0,100.0
45d33f715e24d15a6ccf5c17b3a23e3c,SP,computers_accessories,14,2017-01,2018-08,2018,8,1,73.38,5.0,100.0,0.0,0.0,1,4.0,0,100.0,80.0,Star Performer,0,0,1,1,3.85,89.76,4.14,406.32,0.0,100.0,100.0
4677a5437afda5fa7140b927b07be1cc,PR,auto,4,2018-04,2018-08,2018,8,2,364.16,3.5,50.0,0.0,0.0,2,-1.1,-3,-50.0,56.32,Dormant,1,1,0,1,4.28,87.5,2.75,958.92,0.3703703703703704,62.5,50.0
46dc3b2cc0980fb8ec44634e21d2718e,RJ,toys,20,2017-01,2018-08,2018,8,4,1048.76,4.0,100.0,0.0,25.0,3,3.0,3,0.0,72.48,Stable,0,0,0,0,4.09,95.16,23.55,6317.47,1.1111111111111112,75.0,100.0
4736e9d642ef4257cd7622516931eb51,SP,air_conditioning,7,2017-11,2018-08,2018,8,4,344.94,4.75,100.0,0.0,0.0,4,2.42,2,0.0,78.35,Stable,0,0,0,0,4.08,100.0,2.14,200.52,1.1111111111111112,93.75,100.0
47efca563408aae19bb7206c2d969ea9,PI,auto,7,2018-01,2018-08,2018,8,1,320.76,5.0,100.0,0.0,0.0,1,0.0,0,0.0,80.0,Star Performer,0,0,0,0,4.41,100.0,1.71,423.62,0.0,100.0,100.0
48162d548f5b1b11b9d29d1e01f75a61,SP,garden_tools,19,2017-01,2018-08,2018,8,1,424.99,4.0,100.0,0.0,0.0,1,1.4,-2,0.0,72.5,Stable,0,0,1,1,3.75,96.62,3.58,1189.06,0.0,75.0,100.0
4830e40640734fc1c52cd21127c341d4,SP,housewares,14,2017-07,2018-08,2018,8,15,810.43,4.33,93.33,0.0,6.67,5,0.5,4,3.33,74.28,Stable,0,0,0,0,4.18,94.49,15.0,932.81,5.185185185185185,83.25,93.33
48436dade18ac8b2bce089ec2a041202,SP,cool_stuff,15,2017-03,2018-08,2018,8,2,205.78,4.5,100.0,0.0,0.0,1,0.5,1,0.0,76.32,Stable,0,0,0,0,4.09,94.43,9.2,1012.24,0.3703703703703704,87.5,100.0
