seller_id,seller_state,primary_category,health_score,segment,avg_review_score,on_time_delivery_pct,total_orders,review_sharp_drop,delivery_sharp_drop,orders_sharp_drop,baseline_review,baseline_delivery,baseline_orders,seller_vintage,review_score_change,order_volume_change,delivery_rate_change
adbc26658d6c7b4b6219f9d934598091,PR,baby,64.36,At-Risk,3.75,75.0,4,0,1,0,4.2,89.23,6.77,13,-0.92,1,-25.0
af3ef48d0e13835e529c29ac573c63e5,SP,pet_shop,58.42,Dormant,2.8,80.0,5,1,1,0,3.79,95.0,5.25,4,-1.2,1,-20.0
af4a0e4cfe1d9c26b6712b1be25a72e5,MG,computers_accessories,62.92,At-Risk,3.4,80.0,5,0,1,0,3.56,93.57,2.86,7,-0.27,3,-20.0
b16d3dadc47d4eb18be3d88bad0775ce,RS,sports_leisure,55.0,Dormant,5.0,0.0,1,0,1,0,4.45,75.0,2.5,4,1.2,-4,-100.0
b18dc380845b24038cfc48006478f099,SP,health_beauty,55.0,Dormant,5.0,0.0,1,0,1,0,3.97,82.23,4.4,10,0.5,-3,-100.0
b1ac6ea7895bc3dd6f0f6f4abbdd2821,RS,sports_leisure,48.1,Dormant,1.0,100.0,1,1,0,1,3.9,100.0,3.64,11,-3.0,0,0.0
b1fc4f64df5a0e8b6913ab38803c57a9,RJ,watches_gifts,56.7,Dormant,2.0,100.0,3,1,0,0,3.82,90.12,7.13,15,-2.5,-1,0.0
b335c59ab742f751a85db9c411a86739,MG,housewares,54.15,Dormant,1.67,100.0,2,1,0,0,3.36,87.5,2.88,8,-1.83,0,0.0
b33aaadd1a8891d2dfef0c4c3bdf0371,SP,housewares,60.76,At-Risk,2.5,100.0,3,1,0,0,4.06,90.28,2.67,6,-2.5,0,0.0
b55638ad525e906c698fa2ce742c1742,SC,pet_shop,40.0,Dormant,3.0,0.0,1,1,1,0,4.08,77.78,1.83,6,-2.0,0,-100.0
b5e3e38609125694d2ea2417522a60b7,SC,sports_leisure,55.98,Dormant,4.0,33.33,3,0,1,0,4.33,83.33,2.8,5,-0.83,-2,-50.0
b74d1c09cb380e1d03a6f859c6f4224b,RJ,housewares,65.0,At-Risk,3.0,100.0,1,1,0,0,4.28,95.56,3.5,6,-2.0,0,0.0
b76dba6c951ab00dc4edf0a1aa88037e,SP,telephony,58.65,Dormant,2.73,81.82,11,1,1,0,4.12,96.38,8.37,19,-1.27,7,6.82
b8630e1121437d41cb08e3c749c2c2e2,RJ,musical_instruments,55.0,Dormant,5.0,0.0,1,0,1,0,3.86,71.43,1.71,7,0.0,-1,-100.0
b94cc9f10ddc85e4ba73a6f7974e7101,RJ,toys,24.05,Dormant,1.0,0.0,1,1,1,0,3.71,75.8,7.8,5,-3.0,-3,-100.0
bb7a14e229b1c95156719c3d9552eeee,RJ,small_appliances,24.05,Dormant,1.0,0.0,1,1,1,0,3.7,80.0,2.2,5,-1.5,-1,-100.0
bba74270a87732727b5a3b4fd9ac1c39,MG,sports_leisure,65.0,At-Risk,3.0,100.0,1,0,0,1,3.72,100.0,4.38,8,0.0,-1,0.0
bbad7e518d7af88a0897397ffdca1979,SP,baby,49.05,Dormant,1.0,100.0,1,1,0,1,2.95,78.11,4.6,15,-1.5,-5,58.33
bbf9ad41dca6603e614efcdad7aab8c4,CE,health_beauty,49.05,Dormant,1.0,100.0,1,1,0,0,4.42,100.0,1.4,10,-4.0,0,0.0
bce6a5ecf98e99fd2a8868b15c51f04b,SP,watches_gifts,57.44,Dormant,3.67,50.0,5,0,1,0,4.06,83.33,4.67,3,-1.16,-1,-50.0
c33847515fa6305ce6feb1e818569f13,SC,bed_bath_table,66.44,At-Risk,3.38,86.49,33,0,1,0,3.92,95.86,28.5,4,-1.07,1,-10.48
c3867b4666c7d76867627c2f7fb22e21,SP,sports_leisure,44.6,Dormant,2.0,50.0,2,1,1,1,4.01,90.27,15.31,16,-2.13,-5,-50.0
c3e1abd72a42fe690fcd89cf5720fe29,SP,pet_shop,65.0,At-Risk,3.0,100.0,1,1,0,1,4.29,100.0,3.25,4,-2.0,-3,0.0
c60b801f2d52c7f7f91de00870882a75,SP,watches_gifts,48.73,Dormant,2.5,50.0,4,1,1,0,3.27,81.55,5.12,8,-1.5,-3,-35.71
c6381d2d013342748761e906d45aff76,RS,housewares,43.33,Dormant,1.0,100.0,1,1,0,0,3.69,100.0,1.67,9,-3.5,-1,0.0
c70c1b0d8ca86052f45a432a38b73958,SP,health_beauty,67.55,At-Risk,3.8,74.58,44,1,1,0,4.27,91.54,52.2,5,-0.71,-17,-19.86
c731d18cea9bf687ffee82a241c25b11,SC,la_cuisine,59.1,At-Risk,2.33,100.0,2,1,0,0,4.0,100.0,1.71,14,-2.67,1,0.0
c84592044b180dec206770c38603814b,SP,electronics,65.42,At-Risk,3.2,100.0,5,1,0,0,4.42,100.0,3.75,4,-1.8,2,0.0
c8467937e403e76a8ee9f0ab13f6f5ef,MG,costruction_tools_tools,49.9,Dormant,4.32,0.0,1,0,1,1,4.21,81.35,3.75,8,0.0,-1,-100.0
c847e075301870dd144a116762eaff9a,MG,cool_stuff,64.6,At-Risk,3.0,100.0,2,1,0,1,4.19,92.86,4.67,9,-2.0,-1,0.0
c990d6cf976a5718aaedc539f383ab88,SP,telephony,39.41,Dormant,2.29,20.0,6,1,1,0,3.93,73.33,3.33,3,-2.21,4,-80.0
ca3bd7cd9f149df75950150d010fe4a2,SP,housewares,55.0,Dormant,5.0,0.0,1,0,1,1,3.83,93.52,3.94,18,1.0,-1,-100.0
cab85505710c7cb9b720bceb52b01cee,SP,fashion_bags_accessories,65.94,At-Risk,3.53,83.33,19,1,1,0,4.28,98.5,10.2,20,-0.83,5,-16.67
cce6ab8d1682639fe45ab70234f1665f,SP,bed_bath_table,51.55,Dormant,2.0,100.0,1,1,0,1,4.19,96.84,7.88,8,-2.71,-13,0.0
cd68562d3f44870c08922d380acae552,SP,sports_leisure,44.05,Dormant,1.0,100.0,1,1,0,1,3.59,76.23,9.62,13,-1.25,-2,0.0
cd6efc47efaabf134f8bdb654e10b4f1,RJ,stationery,53.19,Dormant,3.67,33.33,3,1,1,0,4.43,88.89,3.44,9,-1.06,-7,-66.67
ce27a3cc3c8cc1ea79d11e561e9bebb6,SP,computers_accessories,63.35,At-Risk,3.71,71.43,7,0,1,0,3.65,96.65,11.73,11,-0.79,-9,-28.57
cee48807215b30a12ca2ca10ffb5f250,SP,auto,56.55,Dormant,2.0,100.0,1,1,0,1,3.73,88.46,3.0,13,-2.0,0,0.0
cfb1a033743668a192316f3c6d1d2671,SP,bed_bath_table,55.0,Dormant,5.0,0.0,1,0,1,1,3.96,85.28,8.17,18,1.83,-7,-100.0
cfd7ddab722b902f7ac5b5f3ba6d723d,MG,housewares,55.6,Dormant,2.0,100.0,1,1,0,1,4.0,100.0,4.0,3,-3.0,-5,0.0
cfe94489ddd337d1e29e12f2a7205d10,SP,construction_tools_safety,59.15,At-Risk,4.2,40.0,3,0,1,0,4.15,85.71,2.86,7,-0.47,-3,-60.0
d25aa0aaacb370e912f8cf6efeba38b3,SC,housewares,58.97,Dormant,3.33,66.67,3,1,1,0,4.27,94.44,2.83,6,-1.67,0,-33.33
d354c38a7182125a748cb10474fe963b,RJ,sports_leisure,47.57,Dormant,4.0,0.0,2,0,1,0,4.39,88.89,1.89,9,-1.0,1,-100.0
d4e4b5192cba4e0e66eb12a9d347239d,PR,telephony,49.05,Dormant,1.0,100.0,1,1,0,1,4.0,100.0,2.0,6,-4.0,-1,0.0
d5ba419e26d246a0719437cf37d9b46d,SP,computers_accessories,65.8,At-Risk,4.0,71.43,7,0,1,0,3.76,90.89,3.4,10,-1.0,4,-28.57
d94a40fd42351c259927028d163af842,MG,housewares,64.32,At-Risk,4.0,66.67,3,0,1,0,4.16,96.07,7.21,14,1.0,-1,-33.33
d97df38225e5abadaff1e72cb72b823c,SP,auto,65.0,At-Risk,3.0,100.0,1,0,0,1,3.9,82.96,3.22,9,-1.75,-3,0.0
db46ca7bce82b11f7e247539271fc390,RJ,pet_shop,49.05,Dormant,1.0,100.0,1,1,0,0,4.08,100.0,3.2,5,-3.71,-6,0.0
dd533b429f380718b70ad9922c294bae,SP,toys,49.05,Dormant,1.0,100.0,1,1,0,0,3.69,86.06,3.73,11,-2.5,-3,0.0
df0f42bc4c2142eacf0eaf2cffd0cfbb,SC,health_beauty,49.05,Dormant,1.0,100.0,1,1,0,0,4.13,100.0,2.0,7,-2.4,-3,0.0
e06f09ec0a4aca210779cf1cfc63cf19,SP,housewares,60.41,At-Risk,2.86,85.71,7,1,0,0,4.17,93.2,4.14,7,-1.14,4,-14.29
e24fc9fcd865784fb25705606fe3dfe7,SP,health_beauty,52.1,Dormant,3.0,50.0,2,1,1,0,4.29,93.43,3.4,15,0.0,1,-50.0
e2aee0892199b1d92530e371abd825bf,PR,sports_leisure,62.1,At-Risk,3.0,100.0,2,1,0,0,4.02,91.67,2.92,13,-1.0,0,0.0
e333046ce6517bd8bb510291d44f0130,SP,housewares,66.07,At-Risk,3.67,83.33,6,1,1,0,4.41,96.2,4.86,14,0.17,4,-16.67
e3a386fc36e22064434e1fa256f6a9fa,SP,health_beauty,67.57,At-Risk,5.0,50.0,2,0,1,0,4.26,81.94,2.67,6,2.0,-1,-16.67
e504a4e2efaa45cbff7e268a2c58c956,SP,housewares,49.89,Dormant,3.0,40.0,6,0,1,0,4.0,85.0,2.75,4,-2.0,5,-60.0
e64d65bc8dbec2accda90c58de5d1246,SP,health_beauty,36.66,Dormant,1.5,33.33,6,1,1,0,3.61,77.78,4.0,3,-3.17,3,-66.67
e7df4cd29ab5abab70fb0783ddb53987,SP,fashion_sport,40.0,Dormant,3.0,0.0,1,1,1,0,4.31,81.9,1.64,14,-2.0,0,-100.0
e84ad2127668df3aafc6b73531a0beb8,SP,cool_stuff,52.1,Dormant,3.0,50.0,2,1,1,0,4.51,92.86,2.71,7,-1.67,-1,-50.0
e8b3a3a38279a82f0e5d006d5e5b7d2c,PR,consoles_games,67.31,At-Risk,3.33,100.0,3,1,0,1,3.78,97.13,14.5,6,-0.31,-18,9.52
e8b4225284fbb02d16f200513f1f395d,SP,baby,63.1,At-Risk,3.83,66.67,6,0,1,0,4.14,88.33,6.2,5,-0.67,2,-8.33
e99e927c81e3f51739c94fcdfca9f10f,MG,garden_tools,47.33,Dormant,4.0,0.0,3,0,1,0,3.81,79.17,1.83,12,0.0,2,0.0
e9bc59e7b60fc3063eb2290deda4cced,PR,computers_accessories,56.36,Dormant,3.05,56.76,31,1,1,0,4.03,91.07,12.0,18,-1.02,-4,-40.54
eb4df17aed01d918c65f0f8d650900c0,SP,auto,55.0,Dormant,5.0,0.0,1,0,1,0,3.83,66.67,1.67,6,0.0,0,-100.0
ec4608a1f76453166bb312b2968aeaf4,SP,furniture_decor,23.1,Dormant,1.0,0.0,1,1,1,0,3.24,75.83,1.8,10,-3.0,0,-100.0
ec8879960bd2221d5c32f8e12f7da711,SP,computers_accessories,65.0,At-Risk,3.0,100.0,1,1,0,0,4.47,84.17,3.0,12,0.33,-5,50.0
ede0c03645598cdfc63ca8237acbe73d,SP,computers_accessories,67.5,At-Risk,4.0,100.0,1,0,0,1,3.84,77.33,9.2,5,-1.0,-2,0.0
eeb6de78f79159600292e314a77cbd18,SC,garden_tools,64.36,At-Risk,3.75,75.0,4,0,1,0,4.42,94.74,4.37,19,-1.25,1,-25.0
ef990a83bbea832f36ebe81376335aa8,SC,sports_leisure,60.61,At-Risk,3.25,75.0,4,1,0,0,4.28,85.86,5.38,8,-1.75,0,-25.0
f00e21b1e91a79653163b7fd8f293ff1,SP,toys,65.0,At-Risk,3.0,100.0,1,1,0,1,4.15,98.0,3.1,10,0.0,-3,0.0
f08c008c8a8d31417763738a1788a2a8,PR,sports_leisure,52.27,Dormant,1.4,100.0,4,1,0,0,3.01,89.44,5.5,4,-2.23,-5,22.22
f0b47fbbc6dee9aafe415a6e33051b3f,SP,books_general_interest,66.83,At-Risk,4.0,75.0,12,0,1,0,4.18,90.17,8.5,8,-0.25,6,-12.5
f125f3a310c2e5f822d116147de1e474,SP,construction_tools_construction,67.8,At-Risk,4.0,80.0,5,0,1,0,4.46,95.94,2.0,8,-1.0,4,-20.0
f12ff17ad8bbf01ec5c33b17e506649b,SP,auto,56.5,Dormant,3.0,66.67,3,1,1,1,3.76,89.33,5.8,5,-1.2,-2,-33.33
f262cbc1c910c83959f849465454ddd3,SP,computers_accessories,57.68,Dormant,3.43,57.14,7,0,1,0,3.98,88.13,19.2,10,-1.37,-2,-32.86
f46490624488d3ff7ce78613913a7711,SP,health_beauty,63.48,At-Risk,3.5,73.33,25,0,1,0,3.84,91.98,20.75,4,-0.67,7,-26.67
f4aba7c0bca51484c30ab7bdc34bcdd1,SP,health_beauty,65.84,At-Risk,3.88,75.0,9,0,1,0,3.91,90.74,14.86,7,0.0,-7,-12.5
f52c2422904463fdd7741f99045fecb6,SP,housewares,67.61,At-Risk,4.0,80.0,5,0,1,0,4.4,93.33,4.0,3,-0.2,0,-20.0
f593898ec748b7a8cb81fc04edafd98a,SP,furniture_decor,47.5,Dormant,4.0,0.0,1,0,1,0,3.29,77.62,2.83,6,-0.33,-2,-100.0
f5b44895715ddfe3087dc414f30268f3,SP,auto,64.83,At-Risk,3.0,100.0,3,1,0,0,4.23,90.0,1.9,10,-2.0,2,0.0
f5f1f2c5f923f36ad79ea1d07185ddc9,SP,pet_shop,49.05,Dormant,1.0,100.0,1,1,0,0,2.43,96.3,4.0,3,-2.3,-8,11.11
f5f2ab9bdb6b30c14c61be68c5ed37da,SP,toys,24.05,Dormant,1.0,0.0,1,1,1,1,4.0,75.0,2.0,8,-3.0,0,0.0
f615fe7efbef0f4f08fd3086bc7a3e60,SP,toys,62.1,At-Risk,3.0,100.0,2,1,0,0,4.05,94.72,5.75,4,-1.0,-1,0.0
f62d7bb4a613ec758a03342d46b580b2,MG,small_appliances_home_oven_and_coffee,66.86,At-Risk,3.25,100.0,4,1,0,0,4.44,89.17,4.0,8,-1.58,-2,0.0
f8201cab383e484733266d1906e2fdfa,SC,cool_stuff,56.5,Dormant,3.0,66.67,3,1,0,0,4.29,80.95,1.43,7,-1.0,2,-33.33
f9244d45189d3a3605499abddeade7d5,SP,small_appliances,65.0,At-Risk,3.0,100.0,1,1,0,0,4.18,100.0,1.62,13,2.0,0,0.0
f9903dd0f812c7e771fcad47b6fff231,SC,construction_tools_lights,48.1,Dormant,1.0,100.0,1,1,0,0,3.0,100.0,1.43,7,-3.0,-1,0.0
fa74b2f3287d296e9fbd2cc80f2d1cf1,SP,perfumery,44.76,Dormant,2.0,50.0,7,0,1,0,3.11,83.33,3.67,3,-0.33,4,0.0
fad44952713764836814be105382aee5,RJ,health_beauty,66.23,At-Risk,4.0,75.0,4,0,1,0,4.27,96.43,4.57,7,-0.8,-1,-25.0
ff1fb4c404b2efe68b03350a8dc24122,SP,toys,46.34,Dormant,2.43,42.86,7,1,1,0,4.12,84.0,5.75,8,-2.57,4,-23.81
ffeee66ac5d5a62fe688b9d26f83f534,SP,home_appliances,24.05,Dormant,1.0,0.0,1,1,1,0,3.89,78.57,2.0,7,-4.0,-2,-100.0
ffff564a4f9085cd26170f4732393726,SP,auto,49.05,Dormant,1.0,100.0,1,0,0,1,1.92,100.0,5.33,3,-0.44,-8,0.0
